,season,week,Date,Home Team,Away Team,home_team_score,visit_team_score,game_over_under,line,surface,weather_icon,temperature,wind_speed,wind_bearing,name,month,start,over_hit,under_hit,favorite_covered,underdog_covered,Total Score Over Close,Total Score Under Close,Total Score Over Odds Range,Total Score Under Odds Range
0,1983,1,1983-09-03,SF,PHI,17,22,40.0,-4.0,Grass,Clear Day,73.32,6.12,282.0,PHI @ SF,September,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
1,1983,1,1983-09-04,NO,ARI,28,17,37.0,-3.0,Dome,Dome,70.0,0.0,0.0,SLC @ NO,September,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
2,1983,1,1983-09-04,BUF,MIA,0,12,36.0,4.0,Turf,Partly Cloudy Day,78.95,10.67,194.0,MIA @ BUF,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
3,1983,1,1983-09-04,CHI,ATL,17,20,38.0,-1.5,Grass,Clear Day,86.66,11.04,196.0,ATL @ CHI,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
4,1983,1,1983-09-04,CIN,OAK,10,20,42.0,-2.0,Turf,Clear Day,82.18,7.9,194.0,LAD @ CIN,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5,1983,1,1983-09-04,CLE,MIN,21,27,42.0,-2.0,Grass,Clear Day,84.36,8.78,206.0,MIN @ CLE,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
6,1983,1,1983-09-04,TEN,GB,38,41,40.0,4.5,Dome,Dome,70.0,0.0,0.0,GB @ HOO,September,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
7,1983,1,1983-09-04,NE,IND,23,29,37.0,-5.5,Turf,Cloudy,85.06,10.3,248.0,BLC @ NE,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
8,1983,1,1983-09-04,NYG,LAR,6,16,38.0,-4.0,Turf,Cloudy,83.96,7.9,255.0,LAR @ NYG,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
9,1983,1,1983-09-04,PIT,DEN,10,14,39.0,-7.0,Turf,Partly Cloudy Day,80.21,5.03,194.0,DEN @ PIT,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
10,1983,1,1983-09-04,TB,DET,0,11,38.0,-3.0,Grass,Partly Cloudy Day,89.89,10.48,131.0,DET @ TB,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
11,1983,1,1983-09-04,KC,SEA,17,13,36.0,-1.0,Turf,Partly Cloudy Day,89.87,15.77,185.0,SEA @ KC,September,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
12,1983,1,1983-09-04,LAC,NYJ,29,41,46.0,-3.0,Grass,Clear Day,79.08,8.11,265.0,NYJ @ SD,September,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
13,1983,1,1983-09-05,WAS,DAL,30,31,40.0,3.0,Grass,Partly Cloudy Day,89.88,6.19,292.0,DAL @ WAS,September,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
14,1983,2,1983-09-08,MIN,SF,17,48,44.0,-3.5,Dome,Dome,70.0,0.0,0.0,SF @ MIN,September,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
15,1983,2,1983-09-11,ATL,NYG,13,16,36.0,-3.0,Grass,Clear Day,87.2,1.11,251.0,NYG @ ATL,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
16,1983,2,1983-09-11,CHI,TB,17,10,36.0,-3.0,Grass,Partly Cloudy Day,69.9,5.65,148.44674457429048,TB @ CHI,September,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
17,1983,2,1983-09-11,CIN,BUF,6,10,37.0,-6.5,Turf,Clear Day,85.65,5.02,221.0,BUF @ CIN,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
18,1983,2,1983-09-11,DET,CLE,26,31,40.0,-3.5,Dome,Dome,70.0,0.0,0.0,CLE @ DET,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
19,1983,2,1983-09-11,GB,PIT,21,25,45.0,-1.0,Grass,Clear Day,64.38,11.46,253.0,PIT @ GB,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
20,1983,2,1983-09-11,PHI,WAS,13,23,40.0,0.0,Turf,Clear Day,92.78,8.24,273.0,WAS @ PHI,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
21,1983,2,1983-09-11,ARI,DAL,17,34,43.0,6.0,Grass,Cloudy,78.4,4.65,18.0,DAL @ SLC,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
22,1983,2,1983-09-11,IND,DEN,10,17,34.0,2.5,Grass,Clear Day,94.01,9.15,245.0,DEN @ BLC,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
23,1983,2,1983-09-11,OAK,TEN,20,6,44.0,-11.0,Grass,Clear Day,89.94,5.37,256.0,HOO @ LAD,September,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
24,1983,2,1983-09-11,LAR,NO,30,27,39.0,-3.0,Grass,Clear Day,94.1,3.97,252.0,NO @ LAR,September,Late,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
25,1983,2,1983-09-11,MIA,NE,34,24,36.0,-9.5,Grass,Partly Cloudy Day,89.09,6.33,90.0,NE @ MIA,September,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
26,1983,2,1983-09-11,NYJ,SEA,10,17,40.0,-8.0,Turf,Clear Day,92.22,10.73,270.0,SEA @ NYJ,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
27,1983,2,1983-09-12,KC,LAC,14,17,46.0,5.0,Turf,Partly Cloudy Day,68.65,12.81,358.0,SD @ KC,September,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
28,1983,3,1983-09-15,CLE,CIN,17,7,42.0,-3.5,Grass,Partly Cloudy Day,67.42,8.86,92.0,CIN @ CLE,September,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
29,1983,3,1983-09-18,BUF,IND,28,23,33.0,-6.0,Turf,Cloudy,62.12,4.84,214.0,BLC @ BUF,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
30,1983,3,1983-09-18,DET,ATL,14,30,40.0,-3.0,Dome,Dome,70.0,0.0,0.0,ATL @ DET,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
31,1983,3,1983-09-18,GB,LAR,27,24,49.0,-3.0,Grass,Wind,80.96,20.25,246.0,LAR @ GB,September,Day,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
32,1983,3,1983-09-18,TEN,PIT,28,40,40.0,5.5,Dome,Dome,70.0,0.0,0.0,PIT @ HOO,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
33,1983,3,1983-09-18,NE,NYJ,23,13,44.0,6.5,Turf,Partly Cloudy Day,70.17,2.58,291.0,NYJ @ NE,September,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
34,1983,3,1983-09-18,NO,CHI,34,31,36.0,-3.0,Dome,Dome,70.0,0.0,0.0,CHI @ NO,September,Day,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
35,1983,3,1983-09-18,ARI,SF,27,42,46.0,3.5,Grass,Partly Cloudy Day,85.92,12.28,196.0,SF @ SLC,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
36,1983,3,1983-09-18,WAS,KC,27,12,38.0,-7.0,Grass,Partly Cloudy Day,76.65,2.08,179.0,KC @ WAS,September,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
37,1983,3,1983-09-18,DAL,NYG,28,13,38.0,-8.0,Turf,Partly Cloudy Day,85.69,14.11,174.0,NYG @ DAL,September,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
38,1983,3,1983-09-18,DEN,PHI,10,13,34.0,-2.5,Grass,Partly Cloudy Day,66.12,3.03,335.0,PHI @ DEN,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
39,1983,3,1983-09-18,SEA,LAC,34,31,44.0,3.0,Dome,Dome,70.0,0.0,0.0,SD @ SEA,September,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
40,1983,3,1983-09-18,TB,MIN,16,19,36.0,1.5,Grass,Cloudy,82.88,8.01,99.0,MIN @ TB,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
41,1983,3,1983-09-19,OAK,MIA,27,14,38.0,-2.5,Grass,Cloudy,83.52,3.41,146.0,MIA @ LAD,September,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
42,1983,4,1983-09-25,BUF,TEN,30,13,39.0,-7.0,Turf,Clear Day,63.07,7.61,177.0,HOO @ BUF,September,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
43,1983,4,1983-09-25,DAL,NO,21,20,46.0,-8.0,Turf,Partly Cloudy Day,77.76,12.26,177.0,NO @ DAL,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
44,1983,4,1983-09-25,MIA,KC,14,6,36.0,-7.5,Grass,Wind,81.04,22.4,51.0,KC @ MIA,September,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
45,1983,4,1983-09-25,MIN,DET,20,17,40.0,-3.0,Dome,Dome,70.0,0.0,0.0,DET @ MIN,September,Day,0,1,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
46,1983,4,1983-09-25,PHI,ARI,11,14,42.0,-6.5,Turf,Clear Day,65.22,5.56,99.0,SLC @ PHI,September,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
47,1983,4,1983-09-25,PIT,NE,23,28,45.0,-8.0,Turf,Partly Cloudy Day,64.82,8.25,166.0,NE @ PIT,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
48,1983,4,1983-09-25,TB,CIN,17,23,33.0,-2.0,Grass,Wind,83.94,16.69,65.0,CIN @ TB,September,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
49,1983,4,1983-09-25,IND,CHI,22,19,38.0,2.0,Grass,Clear Day,64.02,2.84,131.0,CHI @ BLC,September,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
50,1983,4,1983-09-25,DEN,OAK,7,22,34.0,3.5,Grass,Partly Cloudy Day,73.14,2.01,224.0,LAD @ DEN,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
51,1983,4,1983-09-25,NYJ,LAR,27,24,46.0,-6.5,Turf,Clear Day,64.83,2.1,102.0,LAR @ NYJ,September,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
52,1983,4,1983-09-25,LAC,CLE,24,30,52.0,-7.0,Grass,Clear Day,77.14,8.37,284.0,CLE @ SD,September,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
53,1983,4,1983-09-25,SEA,WAS,17,27,41.0,2.0,Dome,Dome,70.0,0.0,0.0,WAS @ SEA,September,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
54,1983,4,1983-09-25,SF,ATL,24,20,48.0,-4.5,Grass,Cloudy,65.91,6.37,300.0,ATL @ SF,September,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
55,1983,4,1983-09-26,NYG,GB,27,3,42.0,-2.0,Turf,Cloudy,64.4,8.7,232.0,GB @ NYG,September,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
56,1983,5,1983-10-02,ATL,PHI,24,28,38.0,-3.5,Grass,Clear Day,75.19,5.85,308.0,PHI @ ATL,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
57,1983,5,1983-10-02,CHI,DEN,31,14,35.0,-2.0,Grass,Partly Cloudy Day,78.84,10.55,198.0,DEN @ CHI,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
58,1983,5,1983-10-02,CIN,IND,31,34,40.0,-5.0,Turf,Clear Day,72.39,6.63,247.0,BLC @ CIN,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
59,1983,5,1983-10-02,CLE,SEA,9,24,44.0,-3.5,Grass,Partly Cloudy Day,68.69,6.08,207.0,SEA @ CLE,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
60,1983,5,1983-10-02,GB,TB,55,14,42.0,-6.0,Grass,Partly Cloudy Day,72.3,11.59,191.0,TB @ GB,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
61,1983,5,1983-10-02,MIN,DAL,24,37,44.0,4.5,Dome,Dome,70.0,0.0,0.0,DAL @ MIN,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
62,1983,5,1983-10-02,NE,SF,13,33,50.0,3.0,Turf,Cloudy,63.89,5.03,4.0,SF @ NE,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
63,1983,5,1983-10-02,PIT,TEN,17,10,44.0,-10.5,Turf,Partly Cloudy Day,67.7,3.4,246.0,HOO @ PIT,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
64,1983,5,1983-10-02,WAS,OAK,37,35,38.0,-2.0,Grass,Partly Cloudy Day,63.95,1.98,264.0,LAD @ WAS,October,Day,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
65,1983,5,1983-10-02,KC,ARI,38,14,38.0,-2.5,Turf,Wind,83.86,17.43,184.0,SLC @ KC,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
66,1983,5,1983-10-02,LAR,DET,21,10,45.0,-4.5,Grass,Partly Cloudy Day,72.83,1.23,286.0,DET @ LAR,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
67,1983,5,1983-10-02,NO,MIA,17,7,39.0,2.5,Dome,Dome,70.0,0.0,0.0,MIA @ NO,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
68,1983,5,1983-10-02,NYG,LAC,34,41,44.0,-1.0,Turf,Cloudy,70.06,5.04,4.0,SD @ NYG,October,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
69,1983,5,1983-10-03,BUF,NYJ,10,34,44.0,1.0,Turf,Partly Cloudy Day,75.44,14.18,228.0,NYJ @ BUF,October,Night,0,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
70,1983,6,1983-10-09,ATL,NO,17,19,44.0,-2.5,Grass,Clear Day,69.28,8.94,83.0,NO @ ATL,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
71,1983,6,1983-10-09,CHI,MIN,14,23,43.0,-2.5,Grass,Cloudy,56.42,14.55,88.0,MIN @ CHI,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
72,1983,6,1983-10-09,CLE,NYJ,10,7,44.0,2.0,Grass,Cloudy,56.89,13.74,38.0,NYJ @ CLE,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
73,1983,6,1983-10-09,DET,GB,38,14,47.0,1.5,Dome,Dome,70.0,0.0,0.0,GB @ DET,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
74,1983,6,1983-10-09,TEN,DEN,14,26,36.0,1.5,Dome,Dome,70.0,0.0,0.0,DEN @ HOO,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
75,1983,6,1983-10-09,MIA,BUF,35,38,35.0,-6.0,Grass,Partly Cloudy Day,82.81,10.17,106.0,BUF @ MIA,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
76,1983,6,1983-10-09,ARI,WAS,14,38,44.0,7.5,Grass,Partly Cloudy Day,60.83,9.9,37.0,WAS @ SLC,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
77,1983,6,1983-10-09,IND,NE,12,7,45.0,-1.0,Grass,Partly Cloudy Day,68.1,7.6,43.0,NE @ BLC,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
78,1983,6,1983-10-09,DAL,TB,27,24,43.0,-13.5,Turf,Cloudy,72.57,5.51,90.0,TB @ DAL,October,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
79,1983,6,1983-10-09,OAK,KC,21,20,41.0,-9.5,Grass,Partly Cloudy Day,72.8,6.28,274.0,KC @ LAD,October,Late,0,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
80,1983,6,1983-10-09,NYG,PHI,13,17,38.0,-2.5,Turf,Partly Cloudy Day,67.18,11.55,32.0,PHI @ NYG,October,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
81,1983,6,1983-10-09,LAC,SEA,28,21,51.0,-3.5,Grass,Partly Cloudy Day,73.62,12.75,288.0,SEA @ SD,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
82,1983,6,1983-10-09,SF,LAR,7,10,48.0,-4.5,Grass,Partly Cloudy Day,70.35,4.69,176.0,LAR @ SF,October,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
83,1983,6,1983-10-10,CIN,PIT,14,24,43.0,-1.0,Turf,Cloudy,54.11,6.59,44.0,PIT @ CIN,October,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
84,1983,7,1983-10-16,DET,CHI,31,17,42.0,-3.0,Dome,Dome,70.0,0.0,0.0,CHI @ DET,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
85,1983,7,1983-10-16,MIN,TEN,34,14,42.0,-8.5,Dome,Dome,70.0,0.0,0.0,HOO @ MIN,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
86,1983,7,1983-10-16,NE,LAC,37,21,50.0,4.0,Turf,Clear Day,52.58,6.4,50.0,SD @ NE,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
87,1983,7,1983-10-16,NO,SF,13,32,45.0,1.5,Dome,Dome,70.0,0.0,0.0,SF @ NO,October,Day,0,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
88,1983,7,1983-10-16,NYJ,MIA,14,32,40.0,-3.5,Turf,Partly Cloudy Day,53.69,9.24,36.0,MIA @ NYJ,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
89,1983,7,1983-10-16,PIT,CLE,44,17,39.0,-2.5,Turf,Partly Cloudy Day,62.82,5.58,106.0,CLE @ PIT,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
90,1983,7,1983-10-16,TB,ARI,27,34,39.0,-3.5,Grass,Partly Cloudy Day,81.19,9.85,54.0,SLC @ TB,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
91,1983,7,1983-10-16,IND,BUF,7,30,40.0,1.0,Grass,Clear Day,60.04,4.03,26.0,BUF @ BLC,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
92,1983,7,1983-10-16,DAL,PHI,37,7,43.0,-7.0,Turf,Partly Cloudy Day,78.31,11.78,180.0,PHI @ DAL,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
93,1983,7,1983-10-16,DEN,CIN,24,17,36.0,-3.5,Grass,Cloudy,51.71,3.07,156.0,CIN @ DEN,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
94,1983,7,1983-10-16,KC,NYG,38,17,37.0,-1.5,Turf,Cloudy,60.81,11.72,10.0,NYG @ KC,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
95,1983,7,1983-10-16,LAR,ATL,27,21,41.0,-3.5,Grass,Partly Cloudy Day,73.88,2.5,262.0,ATL @ LAR,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
96,1983,7,1983-10-16,SEA,OAK,38,36,44.0,3.0,Dome,Dome,70.0,0.0,0.0,LAD @ SEA,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
97,1983,7,1983-10-17,GB,WAS,48,47,52.0,5.5,Grass,Clear Day,52.33,11.67,296.0,WAS @ GB,October,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
98,1983,8,1983-10-23,BUF,NE,0,31,45.0,-4.0,Turf,Rain,50.29,8.42,167.0,NE @ BUF,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
99,1983,8,1983-10-23,CIN,CLE,28,21,44.0,0.0,Turf,Cloudy,60.15,7.15,232.0,CLE @ CIN,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
100,1983,8,1983-10-23,GB,MIN,17,20,52.0,-2.5,Grass,Cloudy,46.87,14.78,20.0,MIN @ GB,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
101,1983,8,1983-10-23,TEN,KC,10,13,44.0,4.0,Dome,Dome,70.0,0.0,0.0,KC @ HOO,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
102,1983,8,1983-10-23,NYJ,ATL,21,27,45.0,-3.5,Turf,Cloudy,54.89,9.2,162.0,ATL @ NYJ,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
103,1983,8,1983-10-23,PHI,CHI,6,7,42.0,-4.5,Turf,Rain,54.07,7.5,114.0,CHI @ PHI,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
104,1983,8,1983-10-23,WAS,DET,38,17,45.0,-7.0,Grass,Rain,56.89,4.8,148.0,DET @ WAS,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
105,1983,8,1983-10-23,IND,MIA,7,21,42.0,3.5,Grass,Rain,54.58,8.51,154.0,MIA @ BLC,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
106,1983,8,1983-10-23,DEN,LAC,14,6,50.0,2.0,Grass,Clear Day,71.64,2.24,180.0,SD @ DEN,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
107,1983,8,1983-10-23,LAR,SF,35,45,45.0,1.0,Grass,Clear Day,75.14,3.93,203.0,SF @ LAR,October,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
108,1983,8,1983-10-23,SEA,PIT,21,27,44.0,0.0,Dome,Dome,70.0,0.0,0.0,PIT @ SEA,October,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
109,1983,8,1983-10-23,TB,NO,21,24,44.0,3.0,Grass,Partly Cloudy Day,81.75,6.98,151.0,NO @ TB,October,Late,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
110,1983,8,1983-10-23,DAL,OAK,38,40,46.0,-4.0,Turf,Partly Cloudy Day,64.85,6.87,330.0,LAD @ DAL,October,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
111,1983,8,1983-10-24,ARI,NYG,20,20,43.0,-1.0,Grass,Cloudy,54.22,8.83,351.0,NYG @ SLC,October,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
112,1983,9,1983-10-30,ATL,NE,24,13,44.0,-3.0,Grass,Wind,62.75,15.74,90.0,NE @ ATL,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
113,1983,9,1983-10-30,BUF,NO,27,21,43.0,-2.0,Turf,Partly Cloudy Day,41.99,3.37,251.0,NO @ BUF,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
114,1983,9,1983-10-30,CHI,DET,17,38,40.0,-2.5,Grass,Partly Cloudy Day,52.1,9.12,137.0,DET @ CHI,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
115,1983,9,1983-10-30,CLE,TEN,25,19,40.0,-8.5,Grass,Partly Cloudy Day,50.13,4.94,154.0,HOO @ CLE,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
116,1983,9,1983-10-30,NYG,DAL,20,38,44.0,7.0,Turf,Partly Cloudy Day,46.74,1.36,14.0,DAL @ NYG,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
117,1983,9,1983-10-30,PHI,IND,21,22,38.0,-5.0,Turf,Clear Day,46.33,3.48,299.0,BLC @ PHI,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
118,1983,9,1983-10-30,PIT,TB,17,12,44.0,-10.5,Turf,Partly Cloudy Day,49.86,7.83,131.0,TB @ PIT,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
119,1983,9,1983-10-30,ARI,MIN,41,31,47.0,3.5,Grass,Partly Cloudy Day,55.3,6.28,125.0,MIN @ SLC,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
120,1983,9,1983-10-30,CIN,GB,34,14,51.0,-1.0,Turf,Partly Cloudy Day,54.54,8.28,25.0,GB @ CIN,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
121,1983,9,1983-10-30,DEN,KC,27,24,36.0,-2.0,Grass,Partly Cloudy Day,66.37,2.9,50.0,KC @ DEN,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
