,season,week,Date,Home Team,Away Team,home_team_score,visit_team_score,game_over_under,line,surface,weather_icon,temperature,wind_speed,wind_bearing,name,month,start,over_hit,under_hit,favorite_covered,underdog_covered,Total Score Over Close,Total Score Under Close,Total Score Over Odds Range,Total Score Under Odds Range
5439,2005,8,2005-10-30,DET,CHI,13,19,32.5,-2.5,Dome,Dome,70.0,0.0,0.0,CHI @ DET,October,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5440,2005,8,2005-10-30,HOU,CLE,19,16,37.0,-1.0,Dome,Dome,70.0,0.0,0.0,CLE @ HOU,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5441,2005,8,2005-10-30,NYG,WAS,36,0,42.0,0.0,Turf,Clear Day,62.38,8.24,321.0,WAS @ NYG,October,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5442,2005,8,2005-10-30,LAR,JAX,24,21,43.0,5.0,Dome,Dome,70.0,0.0,0.0,JAX @ STL,October,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5443,2005,8,2005-10-30,TEN,OAK,25,34,46.0,1.0,Grass,Clear Day,67.5,3.68,224.0,OAK @ TEN,October,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5444,2005,8,2005-10-30,LAC,KC,28,20,50.5,-5.5,Grass,Clear Day,73.43,5.31,299.0,KC @ SD,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5445,2005,8,2005-10-30,DEN,PHI,49,21,42.5,-4.0,Grass,Cloudy,50.89,5.0,84.0,PHI @ DEN,October,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5446,2005,8,2005-10-30,NO,MIA,6,21,41.0,-2.5,Grass,Partly Cloudy Day,71.33,7.92,201.0,MIA @ NO,October,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5447,2005,8,2005-10-30,SF,TB,15,10,36.0,10.0,Grass,Clear Day,64.46,2.09,324.0,TB @ SF,October,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5448,2005,8,2005-10-30,NE,BUF,21,16,44.0,-9.5,Grass,Clear Day,60.73,5.6,305.0,BUF @ NE,October,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5449,2005,8,2005-10-31,PIT,BAL,20,19,33.0,-12.0,Grass,Clear Day,62.08,4.2,225.0,BAL @ PIT,October,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5450,2005,9,2005-11-06,BAL,CIN,9,21,37.0,3.0,Grass,Partly Cloudy Day,71.18,5.2,181.0,CIN @ BAL,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5451,2005,9,2005-11-06,CLE,TEN,20,14,38.0,-3.0,Grass,Rain,61.93,16.83,243.0,TEN @ CLE,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5452,2005,9,2005-11-06,JAX,HOU,21,14,36.5,-13.0,Grass,Partly Cloudy Day,78.54,0.46,288.0,HOU @ JAX,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5453,2005,9,2005-11-06,KC,OAK,27,23,51.5,-3.0,Grass,Clear Day,56.68,2.98,285.0,OAK @ KC,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5454,2005,9,2005-11-06,MIA,ATL,10,17,40.0,1.0,Grass,Partly Cloudy Day,81.58,5.16,115.0,ATL @ MIA,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5455,2005,9,2005-11-06,MIN,DET,27,14,37.5,-3.0,Dome,Dome,70.0,0.0,0.0,DET @ MIN,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5456,2005,9,2005-11-06,NYJ,LAC,26,31,42.0,5.5,Turf,Partly Cloudy Day,61.58,2.94,142.0,SD @ NYJ,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5457,2005,9,2005-11-06,TB,CAR,14,34,37.0,1.0,Grass,Partly Cloudy Day,82.27,1.02,347.0,CAR @ TB,November,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5458,2005,9,2005-11-06,ARI,SEA,19,33,43.0,5.0,Grass,Partly Cloudy Day,75.64,0.16,148.44674457429048,SEA @ ARI,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5459,2005,9,2005-11-06,NO,CHI,17,20,34.0,3.0,Grass,Clear Day,76.69,0.54,180.0,CHI @ NO,November,Late,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5460,2005,9,2005-11-06,SF,NYG,6,24,42.0,11.0,Grass,Partly Cloudy Day,62.99,1.91,194.0,NYG @ SF,November,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5461,2005,9,2005-11-06,GB,PIT,10,20,39.0,3.0,Grass,Cloudy,45.54,12.6,293.0,PIT @ GB,November,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5462,2005,9,2005-11-06,WAS,PHI,17,10,39.5,-3.0,Grass,Partly Cloudy Day,72.51,5.97,196.0,PHI @ WAS,November,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5463,2005,9,2005-11-07,NE,IND,21,40,48.0,4.0,Grass,Clear Day,58.25,7.32,282.0,IND @ NE,November,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5464,2005,10,2005-11-13,BUF,KC,14,3,41.0,-3.0,Turf,Cloudy,59.23,19.57,208.0,KC @ BUF,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5465,2005,10,2005-11-13,CHI,SF,17,9,31.0,-13.0,Grass,Partly Cloudy Day,51.15,16.22,252.0,SF @ CHI,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5466,2005,10,2005-11-13,DET,ARI,29,21,39.5,-4.0,Dome,Dome,70.0,0.0,0.0,ARI @ DET,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5467,2005,10,2005-11-13,IND,HOU,31,17,44.5,-17.5,Dome,Dome,70.0,0.0,0.0,HOU @ IND,November,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5468,2005,10,2005-11-13,JAX,BAL,30,3,33.0,-5.5,Grass,Partly Cloudy Day,76.59,2.59,64.0,BAL @ JAX,November,Day,0,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5469,2005,10,2005-11-13,MIA,NE,16,23,42.0,3.0,Grass,Partly Cloudy Day,79.87,11.41,77.0,NE @ MIA,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5470,2005,10,2005-11-13,NYG,MIN,21,24,45.0,-8.5,Turf,Partly Cloudy Day,60.84,6.53,196.0,MIN @ NYG,November,Day,0,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5471,2005,10,2005-11-13,CAR,NYJ,30,3,40.5,-8.0,Grass,Partly Cloudy Day,64.73,1.36,221.0,NYJ @ CAR,November,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5472,2005,10,2005-11-13,OAK,DEN,17,31,46.5,3.0,Grass,Partly Cloudy Day,63.96,3.5,282.0,DEN @ OAK,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5473,2005,10,2005-11-13,ATL,GB,25,33,41.5,-8.5,Dome,Dome,70.0,0.0,0.0,GB @ ATL,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5474,2005,10,2005-11-13,SEA,LAR,31,16,51.0,-5.5,Turf,Rain,47.47,3.2,321.0,STL @ SEA,November,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5475,2005,10,2005-11-13,TB,WAS,36,35,33.0,1.5,Grass,Partly Cloudy Day,79.9,3.71,100.0,WAS @ TB,November,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5476,2005,10,2005-11-13,PIT,CLE,34,21,34.5,-7.0,Grass,Cloudy,60.87,8.37,223.0,CLE @ PIT,November,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5477,2005,10,2005-11-14,PHI,DAL,20,21,39.5,-3.0,Grass,Clear Day,65.55,5.07,313.0,DAL @ PHI,November,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5478,2005,11,2005-11-20,ATL,TB,27,30,39.0,-6.0,Dome,Dome,70.0,0.0,0.0,TB @ ATL,November,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5479,2005,11,2005-11-20,BAL,PIT,16,13,33.0,3.5,Grass,Clear Day,55.67,1.34,199.0,PIT @ BAL,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5480,2005,11,2005-11-20,CHI,CAR,13,3,34.5,3.0,Grass,Partly Cloudy Day,46.11,2.67,314.0,CAR @ CHI,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5481,2005,11,2005-11-20,CLE,MIA,22,0,36.5,-2.5,Grass,Clear Day,51.82,10.31,216.0,MIA @ CLE,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5482,2005,11,2005-11-20,DAL,DET,20,7,39.0,-8.0,Turf,Partly Cloudy Day,57.72,4.54,339.0,DET @ DAL,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5483,2005,11,2005-11-20,NE,NO,24,17,48.0,-8.5,Grass,Clear Day,52.93,4.86,236.0,NO @ NE,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5484,2005,11,2005-11-20,NYG,PHI,27,17,41.0,-7.0,Turf,Clear Day,53.96,4.15,245.0,PHI @ NYG,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5485,2005,11,2005-11-20,LAR,ARI,28,38,50.0,-7.5,Dome,Dome,70.0,0.0,0.0,ARI @ STL,November,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5486,2005,11,2005-11-20,TEN,JAX,28,31,38.5,3.5,Grass,Partly Cloudy Day,59.25,1.19,212.0,JAX @ TEN,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5487,2005,11,2005-11-20,WAS,OAK,13,16,44.0,-5.5,Grass,Clear Day,55.21,1.39,184.0,OAK @ WAS,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5488,2005,11,2005-11-20,SF,SEA,25,27,41.0,12.5,Grass,Clear Day,65.49,2.38,68.0,SEA @ SF,November,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5489,2005,11,2005-11-20,CIN,IND,37,45,47.5,4.5,Turf,Clear Day,53.81,2.9,198.0,IND @ CIN,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5490,2005,11,2005-11-20,DEN,NYJ,27,0,40.5,-14.0,Grass,Clear Day,58.39,1.64,180.0,NYJ @ DEN,November,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5491,2005,11,2005-11-20,LAC,BUF,48,10,42.5,-13.0,Grass,Clear Day,85.72,0.77,82.0,BUF @ SD,November,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5492,2005,11,2005-11-20,HOU,KC,17,45,44.0,6.5,Dome,Dome,70.0,0.0,0.0,KC @ HOU,November,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5493,2005,11,2005-11-21,GB,MIN,17,20,44.5,-6.0,Grass,Cloudy,39.7,8.01,305.0,MIN @ GB,November,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5494,2005,12,2005-11-24,DET,ATL,7,27,43.5,3.0,Dome,Dome,70.0,0.0,0.0,ATL @ DET,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5495,2005,12,2005-11-24,DAL,DEN,21,24,41.0,1.0,Turf,Clear Day,65.4,0.42,92.0,DEN @ DAL,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5496,2005,12,2005-11-27,BUF,CAR,9,13,36.5,3.5,Turf,Cloudy,39.86,4.42,86.0,CAR @ BUF,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5497,2005,12,2005-11-27,CIN,BAL,42,29,37.0,-9.5,Turf,Partly Cloudy Day,56.87,3.14,142.0,BAL @ CIN,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5498,2005,12,2005-11-27,HOU,LAR,27,33,45.0,3.0,Dome,Dome,70.0,0.0,0.0,STL @ HOU,November,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5499,2005,12,2005-11-27,KC,NE,26,16,51.0,-3.5,Grass,Cloudy,58.18,7.99,142.0,NE @ KC,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5500,2005,12,2005-11-27,MIN,CLE,24,12,39.5,-4.0,Dome,Dome,70.0,0.0,0.0,CLE @ MIN,November,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5501,2005,12,2005-11-27,TB,CHI,10,13,32.5,-3.0,Grass,Partly Cloudy Day,76.86,6.17,152.0,CHI @ TB,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5502,2005,12,2005-11-27,TEN,SF,33,22,42.5,-9.0,Grass,Partly Cloudy Day,62.17,7.13,182.0,SF @ TEN,November,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5503,2005,12,2005-11-27,WAS,LAC,17,23,43.5,3.5,Grass,Partly Cloudy Day,50.9,2.37,168.0,SD @ WAS,November,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5504,2005,12,2005-11-27,ARI,JAX,17,24,41.5,3.0,Grass,Partly Cloudy Day,54.43,5.33,311.0,JAX @ ARI,November,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5505,2005,12,2005-11-27,OAK,MIA,21,33,42.0,-7.5,Grass,Partly Cloudy Day,53.6,2.59,335.0,MIA @ OAK,November,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5506,2005,12,2005-11-27,PHI,GB,19,14,41.0,-4.5,Grass,Partly Cloudy Day,49.15,1.38,115.0,GB @ PHI,November,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5507,2005,12,2005-11-27,SEA,NYG,24,21,47.5,-4.5,Turf,Partly Cloudy Day,41.32,3.21,181.0,NYG @ SEA,November,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5508,2005,12,2005-11-27,NYJ,NO,19,21,37.0,-3.0,Turf,Partly Cloudy Day,49.11,2.39,138.0,NO @ NYJ,November,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5509,2005,12,2005-11-28,IND,PIT,26,7,47.0,-7.5,Dome,Dome,70.0,0.0,0.0,PIT @ IND,November,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5510,2005,13,2005-12-04,BAL,HOU,16,15,38.0,-7.0,Grass,Cloudy,43.44,4.13,277.0,HOU @ BAL,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5511,2005,13,2005-12-04,CAR,ATL,24,6,43.0,-3.0,Grass,Clear Day,60.62,6.24,217.0,ATL @ CAR,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5512,2005,13,2005-12-04,CHI,GB,19,7,30.5,-6.0,Grass,Partly Cloudy Day,26.08,7.24,299.0,GB @ CHI,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5513,2005,13,2005-12-04,CLE,JAX,14,20,33.5,3.0,Grass,Cloudy,30.7,5.74,317.0,JAX @ CLE,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5514,2005,13,2005-12-04,DET,MIN,16,21,38.0,3.0,Dome,Dome,70.0,0.0,0.0,MIN @ DET,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5515,2005,13,2005-12-04,IND,TEN,35,3,50.0,-15.5,Dome,Dome,70.0,0.0,0.0,TEN @ IND,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5516,2005,13,2005-12-04,MIA,BUF,24,23,35.0,-5.5,Grass,Clear Day,76.81,5.08,128.0,BUF @ MIA,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5517,2005,13,2005-12-04,NO,TB,3,10,38.5,3.5,Grass,Partly Cloudy Day,49.25,8.08,349.0,TB @ NO,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5518,2005,13,2005-12-04,NYG,DAL,17,10,42.5,-3.0,Turf,Fog,32.57,3.41,358.0,DAL @ NYG,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5519,2005,13,2005-12-04,PIT,CIN,31,38,42.5,-3.0,Grass,Cloudy,31.03,4.55,265.0,CIN @ PIT,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5520,2005,13,2005-12-04,SF,ARI,10,17,44.5,3.5,Grass,Clear Day,54.44,5.35,35.0,ARI @ SF,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5521,2005,13,2005-12-04,LAR,WAS,9,24,45.5,3.5,Dome,Dome,70.0,0.0,0.0,WAS @ STL,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5522,2005,13,2005-12-04,KC,DEN,31,27,46.0,0.0,Grass,Clear Day,24.52,3.56,346.0,DEN @ KC,December,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5523,2005,13,2005-12-04,NE,NYJ,16,3,41.5,-10.0,Grass,Snow,28.12,1.6,35.0,NYJ @ NE,December,Late,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5524,2005,13,2005-12-04,LAC,OAK,34,10,50.0,-11.5,Grass,Clear Day,67.06,3.81,287.0,OAK @ SD,December,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5525,2005,13,2005-12-05,PHI,SEA,0,42,41.0,3.5,Grass,Partly Cloudy Day,34.36,2.32,339.0,SEA @ PHI,December,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5526,2005,14,2005-12-11,BUF,NE,7,35,36.5,4.0,Turf,Fog,29.11,7.5,276.0,NE @ BUF,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5527,2005,14,2005-12-11,CAR,TB,10,20,36.0,-5.5,Grass,Clear Day,47.9,3.95,279.0,TB @ CAR,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5528,2005,14,2005-12-11,CIN,CLE,23,20,43.0,-11.0,Turf,Rain,36.27,7.21,275.0,CLE @ CIN,December,Day,0,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5529,2005,14,2005-12-11,JAX,IND,18,26,42.0,8.0,Grass,Partly Cloudy Day,55.7,5.35,304.0,IND @ JAX,December,Day,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5530,2005,14,2005-12-11,MIN,LAR,27,13,45.0,-7.0,Dome,Dome,70.0,0.0,0.0,STL @ MIN,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5531,2005,14,2005-12-11,NYJ,OAK,26,10,37.5,3.0,Turf,Partly Cloudy Day,39.04,5.31,239.0,OAK @ NYJ,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5532,2005,14,2005-12-11,PIT,CHI,21,9,30.5,-6.5,Grass,Cloudy,33.98,6.8,259.0,CHI @ PIT,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5533,2005,14,2005-12-11,TEN,HOU,13,10,44.5,-5.0,Grass,Cloudy,43.72,4.07,274.0,HOU @ TEN,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5534,2005,14,2005-12-11,ARI,WAS,13,17,40.5,3.5,Grass,Partly Cloudy Day,61.63,0.41,340.0,WAS @ ARI,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5535,2005,14,2005-12-11,PHI,NYG,23,26,37.5,9.0,Grass,Cloudy,39.52,2.46,251.0,NYG @ PHI,December,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5536,2005,14,2005-12-11,SEA,SF,41,3,43.0,-16.0,Turf,Cloudy,37.11,1.43,156.0,SF @ SEA,December,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5537,2005,14,2005-12-11,DAL,KC,31,28,43.5,-3.0,Turf,Clear Day,58.57,3.56,304.0,KC @ DAL,December,Late,1,0,0,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5538,2005,14,2005-12-11,DEN,BAL,12,10,40.0,-14.5,Grass,Clear Day,48.05,1.06,24.0,BAL @ DEN,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5539,2005,14,2005-12-11,LAC,MIA,21,23,45.0,-13.0,Grass,Clear Day,72.15,3.83,227.0,MIA @ SD,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5540,2005,14,2005-12-11,GB,DET,16,13,35.5,-6.5,Grass,Cloudy,22.15,8.46,346.0,DET @ GB,December,Night,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5541,2005,14,2005-12-12,ATL,NO,36,17,43.5,-10.0,Dome,Dome,70.0,0.0,0.0,NO @ ATL,December,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5542,2005,15,2005-12-17,NE,TB,28,0,35.5,-6.0,Grass,Clear Day,37.16,5.55,283.0,TB @ NE,December,Day,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5543,2005,15,2005-12-17,NYG,KC,27,17,46.0,-2.0,Turf,Clear Day,38.85,7.17,293.0,KC @ NYG,December,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5544,2005,15,2005-12-17,BUF,DEN,17,28,34.5,8.0,Turf,Cloudy,27.26,8.31,258.0,DEN @ BUF,December,Night,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5545,2005,15,2005-12-18,HOU,ARI,30,19,42.5,3.0,Dome,Dome,70.0,0.0,0.0,ARI @ HOU,December,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5546,2005,15,2005-12-18,IND,LAC,17,26,51.5,-6.5,Dome,Dome,70.0,0.0,0.0,SD @ IND,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5547,2005,15,2005-12-18,JAX,SF,10,9,37.5,-16.0,Grass,Cloudy,49.75,5.19,19.0,SF @ JAX,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5548,2005,15,2005-12-18,MIA,NYJ,24,20,35.5,-8.0,Grass,Partly Cloudy Day,80.0,2.35,216.0,NYJ @ MIA,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5549,2005,15,2005-12-18,MIN,PIT,3,18,40.5,4.5,Dome,Dome,70.0,0.0,0.0,PIT @ MIN,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5550,2005,15,2005-12-18,NO,CAR,10,27,40.5,9.5,Grass,Cloudy,48.15,4.88,78.0,CAR @ NO,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5551,2005,15,2005-12-18,LAR,PHI,16,17,43.0,-3.0,Dome,Dome,70.0,0.0,0.0,PHI @ STL,December,Day,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5552,2005,15,2005-12-18,TEN,SEA,24,28,45.0,7.0,Grass,Partly Cloudy Day,47.14,2.46,359.0,SEA @ TEN,December,Day,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5553,2005,15,2005-12-18,DET,CIN,17,41,43.5,9.5,Dome,Dome,70.0,0.0,0.0,CIN @ DET,December,Late,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5554,2005,15,2005-12-18,OAK,CLE,7,9,40.0,-3.0,Grass,Rain,58.38,10.32,194.0,CLE @ OAK,December,Late,0,1,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5555,2005,15,2005-12-18,WAS,DAL,35,7,35.5,1.5,Grass,Partly Cloudy Day,43.11,0.36,341.0,DAL @ WAS,December,Late,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5556,2005,15,2005-12-18,CHI,ATL,16,3,31.5,-3.0,Grass,Partly Cloudy Day,16.17,7.61,280.0,ATL @ CHI,December,Night,0,1,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5557,2005,15,2005-12-19,BAL,GB,48,3,33.0,-3.5,Grass,Partly Cloudy Day,37.78,7.56,302.0,GB @ BAL,December,Night,1,0,1,0,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5558,2005,16,2005-12-24,CAR,DAL,20,24,37.5,-5.0,Grass,Clear Day,52.28,4.44,219.0,DAL @ CAR,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
5559,2005,16,2005-12-24,CIN,BUF,27,37,44.5,-13.5,Turf,Clear Day,49.05,6.17,186.0,BUF @ CIN,December,Day,1,0,0,1,1.936782820353057,1.93927965800551,0.07051635781129865,0.03186882984629391
