,season,week,game_date,game_time,home_team_id,home_team_stats_id,home_team_abbrev,visit_team_id,visit_team_stats_id,visit_team_abbrev,home_team_score,visit_team_score,game_over_under,line,surface,weather_icon,temperature,precip_probability,precip_type,wind_speed,wind_bearing,name,kickoff,month,start,score,total,spread,over_hit,under_hit,favorite_covered,underdog_covered
0,1983,1,1983-09-03 00:00:00,18,27,SF,SF,23,PHI,PHI,17,22,40.0,-4.0,Grass,Clear Day,73.32,,,6.12,282,PHI @ SF,Sep 3 6:00 PM,September,Night,22-17,39,4.0,0,1,0,1
1,1983,1,1983-09-04 00:00:00,12,19,NO,NO,1,ARI,SLC,28,17,37.0,-3.0,Dome,,,,,,,SLC @ NO,Sep 4 12:00 PM,September,Day,17-28,45,3.0,1,0,1,0
2,1983,1,1983-09-04 00:00:00,13,4,BUF,BUF,16,MIA,MIA,0,12,36.0,4.0,Turf,Partly Cloudy Day,78.95,,,10.67,194,MIA @ BUF,Sep 4 1:00 PM,September,Day,12-0,12,4.0,0,1,0,1
3,1983,1,1983-09-04 00:00:00,13,6,CHI,CHI,2,ATL,ATL,17,20,38.0,-1.5,Grass,Clear Day,86.66,,,11.04,196,ATL @ CHI,Sep 4 1:00 PM,September,Day,20-17,37,1.5,0,1,0,1
4,1983,1,1983-09-04 00:00:00,13,7,CIN,CIN,22,OAK,LAD,10,20,42.0,-2.0,Turf,Clear Day,82.18,,,7.9,194,LAD @ CIN,Sep 4 1:00 PM,September,Day,20-10,30,2.0,0,1,0,1
5,1983,1,1983-09-04 00:00:00,13,8,CLE,CLE,17,MIN,MIN,21,27,42.0,-2.0,Grass,Clear Day,84.36,,,8.78,206,MIN @ CLE,Sep 4 1:00 PM,September,Day,27-21,48,2.0,1,0,0,1
6,1983,1,1983-09-04 00:00:00,13,30,TEN,HOO,12,GB,GB,38,41,40.0,4.5,Dome,,,,,,,GB @ HOO,Sep 4 1:00 PM,September,Day,41-38,79,4.5,1,0,1,0
7,1983,1,1983-09-04 00:00:00,13,18,NE,NE,13,IND,BLC,23,29,37.0,-5.5,Turf,Cloudy,85.06,,,10.3,248,BLC @ NE,Sep 4 1:00 PM,September,Day,29-23,52,5.5,1,0,0,1
8,1983,1,1983-09-04 00:00:00,13,20,NYG,NYG,33,LAR,LAR,6,16,38.0,-4.0,Turf,Cloudy,83.96,,,7.9,255,LAR @ NYG,Sep 4 1:00 PM,September,Day,16-6,22,4.0,0,1,0,1
9,1983,1,1983-09-04 00:00:00,13,24,PIT,PIT,10,DEN,DEN,10,14,39.0,-7.0,Turf,Partly Cloudy Day,80.21,,,5.03,194,DEN @ PIT,Sep 4 1:00 PM,September,Day,14-10,24,7.0,0,1,0,1
10,1983,1,1983-09-04 00:00:00,13,29,TB,TB,11,DET,DET,0,11,38.0,-3.0,Grass,Partly Cloudy Day,89.89,,,10.48,131,DET @ TB,Sep 4 1:00 PM,September,Day,11-0,11,3.0,0,1,0,1
11,1983,1,1983-09-04 00:00:00,16,15,KC,KC,26,SEA,SEA,17,13,36.0,-1.0,Turf,Partly Cloudy Day,89.87,,,15.77,185,SEA @ KC,Sep 4 4:00 PM,September,Late,13-17,30,1.0,0,1,1,0
12,1983,1,1983-09-04 00:00:00,16,34,LAC,SD,21,NYJ,NYJ,29,41,46.0,-3.0,Grass,Clear Day,79.08,,,8.11,265,NYJ @ SD,Sep 4 4:00 PM,September,Late,41-29,70,3.0,1,0,0,1
13,1983,1,1983-09-05 00:00:00,21,31,WAS,WAS,9,DAL,DAL,30,31,40.0,3.0,Grass,Partly Cloudy Day,89.88,,,6.19,292,DAL @ WAS,Sep 5 9:00 PM,September,Night,31-30,61,3.0,1,0,1,0
14,1983,2,1983-09-08 00:00:00,20,17,MIN,MIN,27,SF,SF,17,48,44.0,-3.5,Dome,,,,,,,SF @ MIN,Sep 8 8:30 PM,September,Night,48-17,65,3.5,1,0,0,1
15,1983,2,1983-09-11 00:00:00,13,2,ATL,ATL,20,NYG,NYG,13,16,36.0,-3.0,Grass,Clear Day,87.2,,,1.11,251,NYG @ ATL,Sep 11 1:00 PM,September,Day,16-13,29,3.0,0,1,0,1
16,1983,2,1983-09-11 00:00:00,13,6,CHI,CHI,29,TB,TB,17,10,36.0,-3.0,Grass,Partly Cloudy Day,69.9,,,5.65,,TB @ CHI,Sep 11 1:00 PM,September,Day,10-17,27,3.0,0,1,1,0
17,1983,2,1983-09-11 00:00:00,13,7,CIN,CIN,4,BUF,BUF,6,10,37.0,-6.5,Turf,Clear Day,85.65,,,5.02,221,BUF @ CIN,Sep 11 1:00 PM,September,Day,10-6,16,6.5,0,1,0,1
18,1983,2,1983-09-11 00:00:00,13,11,DET,DET,8,CLE,CLE,26,31,40.0,-3.5,Dome,,,,,,,CLE @ DET,Sep 11 1:00 PM,September,Day,31-26,57,3.5,1,0,0,1
19,1983,2,1983-09-11 00:00:00,13,12,GB,GB,24,PIT,PIT,21,25,45.0,-1.0,Grass,Clear Day,64.38,,,11.46,253,PIT @ GB,Sep 11 1:00 PM,September,Day,25-21,46,1.0,1,0,0,1
20,1983,2,1983-09-11 00:00:00,13,23,PHI,PHI,31,WAS,WAS,13,23,40.0,0.0,Turf,Clear Day,92.78,,,8.24,273,WAS @ PHI,Sep 11 1:00 PM,September,Day,23-13,36,0.0,0,1,0,1
21,1983,2,1983-09-11 00:00:00,13,1,ARI,SLC,9,DAL,DAL,17,34,43.0,6.0,Grass,Cloudy,78.4,,,4.65,18,DAL @ SLC,Sep 11 1:00 PM,September,Day,34-17,51,6.0,1,0,0,1
22,1983,2,1983-09-11 00:00:00,16,13,IND,BLC,10,DEN,DEN,10,17,34.0,2.5,Grass,Clear Day,94.01,,,9.15,245,DEN @ BLC,Sep 11 4:00 PM,September,Late,17-10,27,2.5,0,1,0,1
23,1983,2,1983-09-11 00:00:00,16,22,OAK,LAD,30,TEN,HOO,20,6,44.0,-11.0,Grass,Clear Day,89.94,,,5.37,256,HOO @ LAD,Sep 11 4:00 PM,September,Late,6-20,26,11.0,0,1,1,0
24,1983,2,1983-09-11 00:00:00,16,33,LAR,LAR,19,NO,NO,30,27,39.0,-3.0,Grass,Clear Day,94.1,,,3.97,252,NO @ LAR,Sep 11 4:00 PM,September,Late,27-30,57,3.0,1,0,0,0
25,1983,2,1983-09-11 00:00:00,16,16,MIA,MIA,18,NE,NE,34,24,36.0,-9.5,Grass,Partly Cloudy Day,89.09,,,6.33,90,NE @ MIA,Sep 11 4:00 PM,September,Late,24-34,58,9.5,1,0,1,0
26,1983,2,1983-09-11 00:00:00,16,21,NYJ,NYJ,26,SEA,SEA,10,17,40.0,-8.0,Turf,Clear Day,92.22,,,10.73,270,SEA @ NYJ,Sep 11 4:00 PM,September,Late,17-10,27,8.0,0,1,0,1
27,1983,2,1983-09-12 00:00:00,21,15,KC,KC,34,LAC,SD,14,17,46.0,5.0,Turf,Partly Cloudy Day,68.65,,,12.81,358,SD @ KC,Sep 12 9:00 PM,September,Night,17-14,31,5.0,0,1,1,0
28,1983,3,1983-09-15 00:00:00,20,8,CLE,CLE,7,CIN,CIN,17,7,42.0,-3.5,Grass,Partly Cloudy Day,67.42,,,8.86,92,CIN @ CLE,Sep 15 8:30 PM,September,Night,7-17,24,3.5,0,1,1,0
29,1983,3,1983-09-18 00:00:00,13,4,BUF,BUF,13,IND,BLC,28,23,33.0,-6.0,Turf,Cloudy,62.12,,,4.84,214,BLC @ BUF,Sep 18 1:00 PM,September,Day,23-28,51,6.0,1,0,0,1
30,1983,3,1983-09-18 00:00:00,13,11,DET,DET,2,ATL,ATL,14,30,40.0,-3.0,Dome,,,,,,,ATL @ DET,Sep 18 1:00 PM,September,Day,30-14,44,3.0,1,0,0,1
31,1983,3,1983-09-18 00:00:00,13,12,GB,GB,33,LAR,LAR,27,24,49.0,-3.0,Grass,Wind,80.96,,,20.25,246,LAR @ GB,Sep 18 1:00 PM,September,Day,24-27,51,3.0,1,0,0,0
32,1983,3,1983-09-18 00:00:00,13,30,TEN,HOO,24,PIT,PIT,28,40,40.0,5.5,Dome,,,,,,,PIT @ HOO,Sep 18 1:00 PM,September,Day,40-28,68,5.5,1,0,0,1
33,1983,3,1983-09-18 00:00:00,13,18,NE,NE,21,NYJ,NYJ,23,13,44.0,6.5,Turf,Partly Cloudy Day,70.17,,,2.58,291,NYJ @ NE,Sep 18 1:00 PM,September,Day,13-23,36,6.5,0,1,1,0
34,1983,3,1983-09-18 00:00:00,13,19,NO,NO,6,CHI,CHI,34,31,36.0,-3.0,Dome,,,,,,,CHI @ NO,Sep 18 1:00 PM,September,Day,31-34,65,3.0,1,0,0,0
35,1983,3,1983-09-18 00:00:00,13,1,ARI,SLC,27,SF,SF,27,42,46.0,3.5,Grass,Partly Cloudy Day,85.92,,,12.28,196,SF @ SLC,Sep 18 1:00 PM,September,Day,42-27,69,3.5,1,0,0,1
36,1983,3,1983-09-18 00:00:00,13,31,WAS,WAS,15,KC,KC,27,12,38.0,-7.0,Grass,Partly Cloudy Day,76.65,,,2.08,179,KC @ WAS,Sep 18 1:00 PM,September,Day,12-27,39,7.0,1,0,1,0
37,1983,3,1983-09-18 00:00:00,16,9,DAL,DAL,20,NYG,NYG,28,13,38.0,-8.0,Turf,Partly Cloudy Day,85.69,,,14.11,174,NYG @ DAL,Sep 18 4:00 PM,September,Late,13-28,41,8.0,1,0,1,0
38,1983,3,1983-09-18 00:00:00,16,10,DEN,DEN,23,PHI,PHI,10,13,34.0,-2.5,Grass,Partly Cloudy Day,66.12,,,3.03,335,PHI @ DEN,Sep 18 4:00 PM,September,Late,13-10,23,2.5,0,1,0,1
39,1983,3,1983-09-18 00:00:00,16,26,SEA,SEA,34,LAC,SD,34,31,44.0,3.0,Dome,,,,,,,SD @ SEA,Sep 18 4:00 PM,September,Late,31-34,65,3.0,1,0,1,0
40,1983,3,1983-09-18 00:00:00,16,29,TB,TB,17,MIN,MIN,16,19,36.0,1.5,Grass,Cloudy,82.88,,,8.01,99,MIN @ TB,Sep 18 4:00 PM,September,Late,19-16,35,1.5,0,1,0,1
41,1983,3,1983-09-19 00:00:00,21,22,OAK,LAD,16,MIA,MIA,27,14,38.0,-2.5,Grass,Cloudy,83.52,,,3.41,146,MIA @ LAD,Sep 19 9:00 PM,September,Night,14-27,41,2.5,1,0,1,0
42,1983,4,1983-09-25 00:00:00,13,4,BUF,BUF,30,TEN,HOO,30,13,39.0,-7.0,Turf,Clear Day,63.07,,,7.61,177,HOO @ BUF,Sep 25 1:00 PM,September,Day,13-30,43,7.0,1,0,1,0
43,1983,4,1983-09-25 00:00:00,13,9,DAL,DAL,19,NO,NO,21,20,46.0,-8.0,Turf,Partly Cloudy Day,77.76,,,12.26,177,NO @ DAL,Sep 25 1:00 PM,September,Day,20-21,41,8.0,0,1,0,1
44,1983,4,1983-09-25 00:00:00,13,16,MIA,MIA,15,KC,KC,14,6,36.0,-7.5,Grass,Wind,81.04,,,22.4,51,KC @ MIA,Sep 25 1:00 PM,September,Day,6-14,20,7.5,0,1,1,0
45,1983,4,1983-09-25 00:00:00,13,17,MIN,MIN,11,DET,DET,20,17,40.0,-3.0,Dome,,,,,,,DET @ MIN,Sep 25 1:00 PM,September,Day,17-20,37,3.0,0,1,0,0
46,1983,4,1983-09-25 00:00:00,13,23,PHI,PHI,1,ARI,SLC,11,14,42.0,-6.5,Turf,Clear Day,65.22,,,5.56,99,SLC @ PHI,Sep 25 1:00 PM,September,Day,14-11,25,6.5,0,1,0,1
47,1983,4,1983-09-25 00:00:00,13,24,PIT,PIT,18,NE,NE,23,28,45.0,-8.0,Turf,Partly Cloudy Day,64.82,,,8.25,166,NE @ PIT,Sep 25 1:00 PM,September,Day,28-23,51,8.0,1,0,0,1
48,1983,4,1983-09-25 00:00:00,13,29,TB,TB,7,CIN,CIN,17,23,33.0,-2.0,Grass,Wind,83.94,,,16.69,65,CIN @ TB,Sep 25 1:00 PM,September,Day,23-17,40,2.0,1,0,0,1
49,1983,4,1983-09-25 00:00:00,14,13,IND,BLC,6,CHI,CHI,22,19,38.0,2.0,Grass,Clear Day,64.02,,,2.84,131,CHI @ BLC,Sep 25 2:00 PM,September,Day,19-22,41,2.0,1,0,1,0
50,1983,4,1983-09-25 00:00:00,16,10,DEN,DEN,22,OAK,LAD,7,22,34.0,3.5,Grass,Partly Cloudy Day,73.14,,,2.01,224,LAD @ DEN,Sep 25 4:00 PM,September,Late,22-7,29,3.5,0,1,0,1
51,1983,4,1983-09-25 00:00:00,16,21,NYJ,NYJ,33,LAR,LAR,27,24,46.0,-6.5,Turf,Clear Day,64.83,,,2.1,102,LAR @ NYJ,Sep 25 4:00 PM,September,Late,24-27,51,6.5,1,0,0,1
52,1983,4,1983-09-25 00:00:00,16,34,LAC,SD,8,CLE,CLE,24,30,52.0,-7.0,Grass,Clear Day,77.14,,,8.37,284,CLE @ SD,Sep 25 4:00 PM,September,Late,30-24,54,7.0,1,0,0,1
53,1983,4,1983-09-25 00:00:00,16,26,SEA,SEA,31,WAS,WAS,17,27,41.0,2.0,Dome,,,,,,,WAS @ SEA,Sep 25 4:00 PM,September,Late,27-17,44,2.0,1,0,0,1
54,1983,4,1983-09-25 00:00:00,16,27,SF,SF,2,ATL,ATL,24,20,48.0,-4.5,Grass,Cloudy,65.91,,,6.37,300,ATL @ SF,Sep 25 4:00 PM,September,Late,20-24,44,4.5,0,1,0,1
55,1983,4,1983-09-26 00:00:00,21,20,NYG,NYG,12,GB,GB,27,3,42.0,-2.0,Turf,Cloudy,64.4,,,8.7,232,GB @ NYG,Sep 26 9:00 PM,September,Night,3-27,30,2.0,0,1,1,0
56,1983,5,1983-10-02 00:00:00,13,2,ATL,ATL,23,PHI,PHI,24,28,38.0,-3.5,Grass,Clear Day,75.19,,,5.85,308,PHI @ ATL,Oct 2 1:00 PM,October,Day,28-24,52,3.5,1,0,0,1
57,1983,5,1983-10-02 00:00:00,13,6,CHI,CHI,10,DEN,DEN,31,14,35.0,-2.0,Grass,Partly Cloudy Day,78.84,,,10.55,198,DEN @ CHI,Oct 2 1:00 PM,October,Day,14-31,45,2.0,1,0,1,0
58,1983,5,1983-10-02 00:00:00,13,7,CIN,CIN,13,IND,BLC,31,34,40.0,-5.0,Turf,Clear Day,72.39,,,6.63,247,BLC @ CIN,Oct 2 1:00 PM,October,Day,34-31,65,5.0,1,0,0,1
59,1983,5,1983-10-02 00:00:00,13,8,CLE,CLE,26,SEA,SEA,9,24,44.0,-3.5,Grass,Partly Cloudy Day,68.69,,,6.08,207,SEA @ CLE,Oct 2 1:00 PM,October,Day,24-9,33,3.5,0,1,0,1
60,1983,5,1983-10-02 00:00:00,13,12,GB,GB,29,TB,TB,55,14,42.0,-6.0,Grass,Partly Cloudy Day,72.3,,,11.59,191,TB @ GB,Oct 2 1:00 PM,October,Day,14-55,69,6.0,1,0,1,0
61,1983,5,1983-10-02 00:00:00,13,17,MIN,MIN,9,DAL,DAL,24,37,44.0,4.5,Dome,,,,,,,DAL @ MIN,Oct 2 1:00 PM,October,Day,37-24,61,4.5,1,0,0,1
62,1983,5,1983-10-02 00:00:00,13,18,NE,NE,27,SF,SF,13,33,50.0,3.0,Turf,Cloudy,63.89,,,5.03,4,SF @ NE,Oct 2 1:00 PM,October,Day,33-13,46,3.0,0,1,0,1
63,1983,5,1983-10-02 00:00:00,13,24,PIT,PIT,30,TEN,HOO,17,10,44.0,-10.5,Turf,Partly Cloudy Day,67.7,,,3.4,246,HOO @ PIT,Oct 2 1:00 PM,October,Day,10-17,27,10.5,0,1,0,1
64,1983,5,1983-10-02 00:00:00,13,31,WAS,WAS,22,OAK,LAD,37,35,38.0,-2.0,Grass,Partly Cloudy Day,63.95,,,1.98,264,LAD @ WAS,Oct 2 1:00 PM,October,Day,35-37,72,2.0,1,0,0,0
65,1983,5,1983-10-02 00:00:00,16,15,KC,KC,1,ARI,SLC,38,14,38.0,-2.5,Turf,Wind,83.86,,,17.43,184,SLC @ KC,Oct 2 4:00 PM,October,Late,14-38,52,2.5,1,0,1,0
66,1983,5,1983-10-02 00:00:00,16,33,LAR,LAR,11,DET,DET,21,10,45.0,-4.5,Grass,Partly Cloudy Day,72.83,,,1.23,286,DET @ LAR,Oct 2 4:00 PM,October,Late,10-21,31,4.5,0,1,1,0
67,1983,5,1983-10-02 00:00:00,16,19,NO,NO,16,MIA,MIA,17,7,39.0,2.5,Dome,,,,,,,MIA @ NO,Oct 2 4:00 PM,October,Late,7-17,24,2.5,0,1,1,0
68,1983,5,1983-10-02 00:00:00,16,20,NYG,NYG,34,LAC,SD,34,41,44.0,-1.0,Turf,Cloudy,70.06,,,5.04,4,SD @ NYG,Oct 2 4:00 PM,October,Late,41-34,75,1.0,1,0,0,1
69,1983,5,1983-10-03 00:00:00,21,4,BUF,BUF,21,NYJ,NYJ,10,34,44.0,1.0,Turf,Partly Cloudy Day,75.44,,,14.18,228,NYJ @ BUF,Oct 3 9:00 PM,October,Night,34-10,44,1.0,0,0,0,1
70,1983,6,1983-10-09 00:00:00,13,2,ATL,ATL,19,NO,NO,17,19,44.0,-2.5,Grass,Clear Day,69.28,,,8.94,83,NO @ ATL,Oct 9 1:00 PM,October,Day,19-17,36,2.5,0,1,0,1
71,1983,6,1983-10-09 00:00:00,13,6,CHI,CHI,17,MIN,MIN,14,23,43.0,-2.5,Grass,Cloudy,56.42,,,14.55,88,MIN @ CHI,Oct 9 1:00 PM,October,Day,23-14,37,2.5,0,1,0,1
72,1983,6,1983-10-09 00:00:00,13,8,CLE,CLE,21,NYJ,NYJ,10,7,44.0,2.0,Grass,Cloudy,56.89,,,13.74,38,NYJ @ CLE,Oct 9 1:00 PM,October,Day,7-10,17,2.0,0,1,1,0
73,1983,6,1983-10-09 00:00:00,13,11,DET,DET,12,GB,GB,38,14,47.0,1.5,Dome,,,,,,,GB @ DET,Oct 9 1:00 PM,October,Day,14-38,52,1.5,1,0,1,0
74,1983,6,1983-10-09 00:00:00,13,30,TEN,HOO,10,DEN,DEN,14,26,36.0,1.5,Dome,,,,,,,DEN @ HOO,Oct 9 1:00 PM,October,Day,26-14,40,1.5,1,0,0,1
75,1983,6,1983-10-09 00:00:00,13,16,MIA,MIA,4,BUF,BUF,35,38,35.0,-6.0,Grass,Partly Cloudy Day,82.81,,,10.17,106,BUF @ MIA,Oct 9 1:00 PM,October,Day,38-35,73,6.0,1,0,0,1
76,1983,6,1983-10-09 00:00:00,13,1,ARI,SLC,31,WAS,WAS,14,38,44.0,7.5,Grass,Partly Cloudy Day,60.83,,,9.9,37,WAS @ SLC,Oct 9 1:00 PM,October,Day,38-14,52,7.5,1,0,0,1
77,1983,6,1983-10-09 00:00:00,14,13,IND,BLC,18,NE,NE,12,7,45.0,-1.0,Grass,Partly Cloudy Day,68.1,,,7.6,43,NE @ BLC,Oct 9 2:00 PM,October,Day,7-12,19,1.0,0,1,1,0
78,1983,6,1983-10-09 00:00:00,16,9,DAL,DAL,29,TB,TB,27,24,43.0,-13.5,Turf,Cloudy,72.57,,,5.51,90,TB @ DAL,Oct 9 4:00 PM,October,Late,24-27,51,13.5,1,0,0,1
79,1983,6,1983-10-09 00:00:00,16,22,OAK,LAD,15,KC,KC,21,20,41.0,-9.5,Grass,Partly Cloudy Day,72.8,,,6.28,274,KC @ LAD,Oct 9 4:00 PM,October,Late,20-21,41,9.5,0,0,0,1
80,1983,6,1983-10-09 00:00:00,16,20,NYG,NYG,23,PHI,PHI,13,17,38.0,-2.5,Turf,Partly Cloudy Day,67.18,,,11.55,32,PHI @ NYG,Oct 9 4:00 PM,October,Late,17-13,30,2.5,0,1,0,1
81,1983,6,1983-10-09 00:00:00,16,34,LAC,SD,26,SEA,SEA,28,21,51.0,-3.5,Grass,Partly Cloudy Day,73.62,,,12.75,288,SEA @ SD,Oct 9 4:00 PM,October,Late,21-28,49,3.5,0,1,1,0
82,1983,6,1983-10-09 00:00:00,16,27,SF,SF,33,LAR,LAR,7,10,48.0,-4.5,Grass,Partly Cloudy Day,70.35,,,4.69,176,LAR @ SF,Oct 9 4:00 PM,October,Late,10-7,17,4.5,0,1,0,1
83,1983,6,1983-10-10 00:00:00,21,7,CIN,CIN,24,PIT,PIT,14,24,43.0,-1.0,Turf,Cloudy,54.11,,,6.59,44,PIT @ CIN,Oct 10 9:00 PM,October,Night,24-14,38,1.0,0,1,0,1
84,1983,7,1983-10-16 00:00:00,13,11,DET,DET,6,CHI,CHI,31,17,42.0,-3.0,Dome,,,,,,,CHI @ DET,Oct 16 1:00 PM,October,Day,17-31,48,3.0,1,0,1,0
85,1983,7,1983-10-16 00:00:00,13,17,MIN,MIN,30,TEN,HOO,34,14,42.0,-8.5,Dome,,,,,,,HOO @ MIN,Oct 16 1:00 PM,October,Day,14-34,48,8.5,1,0,1,0
86,1983,7,1983-10-16 00:00:00,13,18,NE,NE,34,LAC,SD,37,21,50.0,4.0,Turf,Clear Day,52.58,,,6.4,50,SD @ NE,Oct 16 1:00 PM,October,Day,21-37,58,4.0,1,0,1,0
87,1983,7,1983-10-16 00:00:00,13,19,NO,NO,27,SF,SF,13,32,45.0,1.5,Dome,,,,,,,SF @ NO,Oct 16 1:00 PM,October,Day,32-13,45,1.5,0,0,0,1
88,1983,7,1983-10-16 00:00:00,13,21,NYJ,NYJ,16,MIA,MIA,14,32,40.0,-3.5,Turf,Partly Cloudy Day,53.69,,,9.24,36,MIA @ NYJ,Oct 16 1:00 PM,October,Day,32-14,46,3.5,1,0,0,1
89,1983,7,1983-10-16 00:00:00,13,24,PIT,PIT,8,CLE,CLE,44,17,39.0,-2.5,Turf,Partly Cloudy Day,62.82,,,5.58,106,CLE @ PIT,Oct 16 1:00 PM,October,Day,17-44,61,2.5,1,0,1,0
90,1983,7,1983-10-16 00:00:00,13,29,TB,TB,1,ARI,SLC,27,34,39.0,-3.5,Grass,Partly Cloudy Day,81.19,,,9.85,54,SLC @ TB,Oct 16 1:00 PM,October,Day,34-27,61,3.5,1,0,0,1
91,1983,7,1983-10-16 00:00:00,14,13,IND,BLC,4,BUF,BUF,7,30,40.0,1.0,Grass,Clear Day,60.04,,,4.03,26,BUF @ BLC,Oct 16 2:00 PM,October,Day,30-7,37,1.0,0,1,0,1
92,1983,7,1983-10-16 00:00:00,16,9,DAL,DAL,23,PHI,PHI,37,7,43.0,-7.0,Turf,Partly Cloudy Day,78.31,,,11.78,180,PHI @ DAL,Oct 16 4:00 PM,October,Late,7-37,44,7.0,1,0,1,0
93,1983,7,1983-10-16 00:00:00,16,10,DEN,DEN,7,CIN,CIN,24,17,36.0,-3.5,Grass,Cloudy,51.71,,,3.07,156,CIN @ DEN,Oct 16 4:00 PM,October,Late,17-24,41,3.5,1,0,1,0
94,1983,7,1983-10-16 00:00:00,16,15,KC,KC,20,NYG,NYG,38,17,37.0,-1.5,Turf,Cloudy,60.81,,,11.72,10,NYG @ KC,Oct 16 4:00 PM,October,Late,17-38,55,1.5,1,0,1,0
95,1983,7,1983-10-16 00:00:00,16,33,LAR,LAR,2,ATL,ATL,27,21,41.0,-3.5,Grass,Partly Cloudy Day,73.88,,,2.5,262,ATL @ LAR,Oct 16 4:00 PM,October,Late,21-27,48,3.5,1,0,1,0
96,1983,7,1983-10-16 00:00:00,16,26,SEA,SEA,22,OAK,LAD,38,36,44.0,3.0,Dome,,,,,,,LAD @ SEA,Oct 16 4:00 PM,October,Late,36-38,74,3.0,1,0,1,0
97,1983,7,1983-10-17 00:00:00,21,12,GB,GB,31,WAS,WAS,48,47,52.0,5.5,Grass,Clear Day,52.33,,,11.67,296,WAS @ GB,Oct 17 9:00 PM,October,Night,47-48,95,5.5,1,0,1,0
98,1983,8,1983-10-23 00:00:00,13,4,BUF,BUF,18,NE,NE,0,31,45.0,-4.0,Turf,Rain,50.29,100%,Rain,8.42,167,NE @ BUF,Oct 23 1:00 PM,October,Day,31-0,31,4.0,0,1,0,1
99,1983,8,1983-10-23 00:00:00,13,7,CIN,CIN,8,CLE,CLE,28,21,44.0,0.0,Turf,Cloudy,60.15,,,7.15,232,CLE @ CIN,Oct 23 1:00 PM,October,Day,21-28,49,0.0,1,0,1,0
100,1983,8,1983-10-23 00:00:00,13,12,GB,GB,17,MIN,MIN,17,20,52.0,-2.5,Grass,Cloudy,46.87,,,14.78,20,MIN @ GB,Oct 23 1:00 PM,October,Day,20-17,37,2.5,0,1,0,1
101,1983,8,1983-10-23 00:00:00,13,30,TEN,HOO,15,KC,KC,10,13,44.0,4.0,Dome,,,,,,,KC @ HOO,Oct 23 1:00 PM,October,Day,13-10,23,4.0,0,1,1,0
102,1983,8,1983-10-23 00:00:00,13,21,NYJ,NYJ,2,ATL,ATL,21,27,45.0,-3.5,Turf,Cloudy,54.89,,,9.2,162,ATL @ NYJ,Oct 23 1:00 PM,October,Day,27-21,48,3.5,1,0,0,1
103,1983,8,1983-10-23 00:00:00,13,23,PHI,PHI,6,CHI,CHI,6,7,42.0,-4.5,Turf,Rain,54.07,100%,Rain,7.5,114,CHI @ PHI,Oct 23 1:00 PM,October,Day,7-6,13,4.5,0,1,0,1
104,1983,8,1983-10-23 00:00:00,13,31,WAS,WAS,11,DET,DET,38,17,45.0,-7.0,Grass,Rain,56.89,100%,Rain,4.8,148,DET @ WAS,Oct 23 1:00 PM,October,Day,17-38,55,7.0,1,0,1,0
105,1983,8,1983-10-23 00:00:00,14,13,IND,BLC,16,MIA,MIA,7,21,42.0,3.5,Grass,Rain,54.58,100%,Rain,8.51,154,MIA @ BLC,Oct 23 2:00 PM,October,Day,21-7,28,3.5,0,1,0,1
106,1983,8,1983-10-23 00:00:00,16,10,DEN,DEN,34,LAC,SD,14,6,50.0,2.0,Grass,Clear Day,71.64,,,2.24,180,SD @ DEN,Oct 23 4:00 PM,October,Late,6-14,20,2.0,0,1,1,0
107,1983,8,1983-10-23 00:00:00,16,33,LAR,LAR,27,SF,SF,35,45,45.0,1.0,Grass,Clear Day,75.14,,,3.93,203,SF @ LAR,Oct 23 4:00 PM,October,Late,45-35,80,1.0,1,0,0,1
108,1983,8,1983-10-23 00:00:00,16,26,SEA,SEA,24,PIT,PIT,21,27,44.0,0.0,Dome,,,,,,,PIT @ SEA,Oct 23 4:00 PM,October,Late,27-21,48,0.0,1,0,0,1
109,1983,8,1983-10-23 00:00:00,16,29,TB,TB,19,NO,NO,21,24,44.0,3.0,Grass,Partly Cloudy Day,81.75,,,6.98,151,NO @ TB,Oct 23 4:00 PM,October,Late,24-21,45,3.0,1,0,0,0
110,1983,8,1983-10-23 00:00:00,21,9,DAL,DAL,22,OAK,LAD,38,40,46.0,-4.0,Turf,Partly Cloudy Day,64.85,,,6.87,330,LAD @ DAL,Oct 23 9:00 PM,October,Night,40-38,78,4.0,1,0,0,1
111,1983,8,1983-10-24 00:00:00,21,1,ARI,SLC,20,NYG,NYG,20,20,43.0,-1.0,Grass,Cloudy,54.22,,,8.83,351,NYG @ SLC,Oct 24 9:00 PM,October,Night,20-20,40,1.0,0,1,0,1
112,1983,9,1983-10-30 00:00:00,13,2,ATL,ATL,18,NE,NE,24,13,44.0,-3.0,Grass,Wind,62.75,,,15.74,90,NE @ ATL,Oct 30 1:00 PM,October,Day,13-24,37,3.0,0,1,1,0
113,1983,9,1983-10-30 00:00:00,13,4,BUF,BUF,19,NO,NO,27,21,43.0,-2.0,Turf,Partly Cloudy Day,41.99,,,3.37,251,NO @ BUF,Oct 30 1:00 PM,October,Day,21-27,48,2.0,1,0,1,0
114,1983,9,1983-10-30 00:00:00,13,6,CHI,CHI,11,DET,DET,17,38,40.0,-2.5,Grass,Partly Cloudy Day,52.1,,,9.12,137,DET @ CHI,Oct 30 1:00 PM,October,Day,38-17,55,2.5,1,0,0,1
