,season,week,game_date,game_time,home_team_id,home_team_stats_id,home_team_abbrev,visit_team_id,visit_team_stats_id,visit_team_abbrev,home_team_score,visit_team_score,game_over_under,line,surface,weather_icon,temperature,precip_probability,precip_type,wind_speed,wind_bearing,name,kickoff,month,start,score,total,spread,over_hit,under_hit,favorite_covered,underdog_covered
1097,1987,12,1987-12-06 00:00:00,16,19,NO,NO,29,TB,TB,44,34,44.0,-10.5,Dome,,,,,,,TB @ NO,Dec 6 4:00 PM,December,Late,34-44,78,10.5,1,0,0,1
1098,1987,12,1987-12-06 00:00:00,20,17,MIN,MIN,6,CHI,CHI,24,30,46.0,-1.5,Dome,,,,,,,CHI @ MIN,Dec 6 8:00 PM,December,Night,30-24,54,1.5,1,0,0,1
1099,1987,12,1987-12-07 00:00:00,21,16,MIA,MIA,21,NYJ,NYJ,37,28,48.0,-5.5,Grass,Partly Cloudy Day,77.68,,,15.96,114,NYJ @ MIA,Dec 7 9:00 PM,December,Night,28-37,65,5.5,1,0,1,0
1100,1987,13,1987-12-13 00:00:00,13,8,CLE,CLE,7,CIN,CIN,38,24,43.0,-7.0,Grass,Cloudy,36.09,,,15.34,251,CIN @ CLE,Dec 13 1:00 PM,December,Day,24-38,62,7.0,1,0,1,0
1101,1987,13,1987-12-13 00:00:00,13,12,GB,GB,17,MIN,MIN,16,10,41.0,3.5,Grass,Cloudy,33.07,,,14.86,281,MIN @ GB,Dec 13 1:00 PM,December,Day,10-16,26,3.5,0,1,1,0
1102,1987,13,1987-12-13 00:00:00,13,13,IND,IND,4,BUF,BUF,3,27,44.0,-3.0,Dome,,,,,,,BUF @ IND,Dec 13 1:00 PM,December,Day,27-3,30,3.0,0,1,0,1
1103,1987,13,1987-12-13 00:00:00,13,18,NE,NE,21,NYJ,NYJ,42,20,42.0,-4.5,Turf,Wind,42.16,,,20.63,306,NYJ @ NE,Dec 13 1:00 PM,December,Day,20-42,62,4.5,1,0,1,0
1104,1987,13,1987-12-13 00:00:00,13,19,NO,NO,30,TEN,HOO,24,10,46.0,-7.0,Dome,,,,,,,HOO @ NO,Dec 13 1:00 PM,December,Day,10-24,34,7.0,0,1,1,0
1105,1987,13,1987-12-13 00:00:00,13,23,PHI,PHI,16,MIA,MIA,10,28,47.0,-1.5,Turf,Wind,46.83,,,17.4,290,MIA @ PHI,Dec 13 1:00 PM,December,Day,28-10,38,1.5,0,1,0,1
1106,1987,13,1987-12-13 00:00:00,13,31,WAS,WAS,9,DAL,DAL,24,20,42.0,-9.0,Grass,Partly Cloudy Day,47.69,,,12.19,309,DAL @ WAS,Dec 13 1:00 PM,December,Day,20-24,44,9.0,1,0,0,1
1107,1987,13,1987-12-13 00:00:00,16,15,KC,KC,22,OAK,LAD,16,10,42.0,5.5,Turf,Cloudy,39.32,,,4.21,31,LAD @ KC,Dec 13 4:00 PM,December,Late,10-16,26,5.5,0,1,1,0
1108,1987,13,1987-12-13 00:00:00,16,33,LAR,LAR,2,ATL,ATL,33,0,42.0,-10.0,Grass,Wind,55.71,,,17.13,357,ATL @ LAR,Dec 13 4:00 PM,December,Late,0-33,33,10.0,0,1,1,0
1109,1987,13,1987-12-13 00:00:00,16,34,LAC,SD,24,PIT,PIT,16,20,42.0,-2.5,Grass,Wind,54.77,,,21.45,349,PIT @ SD,Dec 13 4:00 PM,December,Late,20-16,36,2.5,0,1,0,1
1110,1987,13,1987-12-13 00:00:00,16,1,ARI,SLC,20,NYG,NYG,27,24,44.0,3.0,Grass,Cloudy,39.81,,,5.8,354,NYG @ SLC,Dec 13 4:00 PM,December,Late,24-27,51,3.0,1,0,1,0
1111,1987,13,1987-12-13 00:00:00,16,29,TB,TB,11,DET,DET,10,20,46.0,-6.0,Grass,Partly Cloudy Day,71.02,,,3.12,128,DET @ TB,Dec 13 4:00 PM,December,Late,20-10,30,6.0,0,1,0,1
1112,1987,13,1987-12-13 00:00:00,20,26,SEA,SEA,10,DEN,DEN,28,21,48.0,-4.0,Dome,,,,,,,DEN @ SEA,Dec 13 8:00 PM,December,Night,21-28,49,4.0,1,0,1,0
1113,1987,13,1987-12-14 00:00:00,21,27,SF,SF,6,CHI,CHI,41,0,45.0,-5.0,Grass,Partly Cloudy Day,49.26,,,1.63,154,CHI @ SF,Dec 14 9:00 PM,December,Night,0-41,41,5.0,0,1,1,0
1114,1987,14,1987-12-19 00:00:00,12,20,NYG,NYG,12,GB,GB,20,10,40.0,-7.0,Turf,Cloudy,39.58,,,11.27,271,GB @ NYG,Dec 19 12:30 PM,December,Day,10-20,30,7.0,0,1,1,0
1115,1987,14,1987-12-19 00:00:00,16,10,DEN,DEN,15,KC,KC,20,17,44.0,-11.0,Grass,Partly Cloudy Day,33.29,,,9.63,57,KC @ DEN,Dec 19 4:00 PM,December,Late,17-20,37,11.0,0,1,0,1
1116,1987,14,1987-12-20 00:00:00,13,4,BUF,BUF,18,NE,NE,7,13,40.0,-4.0,Turf,Rain,48.26,100%,Rain,21.99,219,NE @ BUF,Dec 20 1:00 PM,December,Day,13-7,20,4.0,0,1,0,1
1117,1987,14,1987-12-20 00:00:00,13,6,CHI,CHI,26,SEA,SEA,21,34,36.0,-4.0,Grass,Wind,37.41,,,14.14,282,SEA @ CHI,Dec 20 1:00 PM,December,Day,34-21,55,4.0,1,0,0,1
1118,1987,14,1987-12-20 00:00:00,13,7,CIN,CIN,19,NO,NO,24,41,44.0,4.0,Turf,Cloudy,50.23,,,17.6,265,NO @ CIN,Dec 20 1:00 PM,December,Day,41-24,65,4.0,1,0,0,1
1119,1987,14,1987-12-20 00:00:00,13,11,DET,DET,17,MIN,MIN,14,17,46.0,6.5,Dome,,,,,,,MIN @ DET,Dec 20 1:00 PM,December,Day,17-14,31,6.5,0,1,1,0
1120,1987,14,1987-12-20 00:00:00,13,30,TEN,HOO,24,PIT,PIT,24,16,42.0,-1.0,Dome,,,,,,,PIT @ HOO,Dec 20 1:00 PM,December,Day,16-24,40,1.0,0,1,1,0
1121,1987,14,1987-12-20 00:00:00,13,21,NYJ,NYJ,23,PHI,PHI,27,38,44.0,-2.0,Turf,Rain,43.62,100%,Rain,6.37,157,PHI @ NYJ,Dec 20 1:00 PM,December,Day,38-27,65,2.0,1,0,0,1
1122,1987,14,1987-12-20 00:00:00,16,22,OAK,LAD,8,CLE,CLE,17,24,43.0,2.5,Grass,Clear Day,62.12,,,0.35,266,CLE @ LAD,Dec 20 4:00 PM,December,Late,24-17,41,2.5,0,1,0,1
1123,1987,14,1987-12-20 00:00:00,16,34,LAC,SD,13,IND,IND,7,20,42.0,-3.5,Grass,Clear Day,62.46,,,1.33,253,IND @ SD,Dec 20 4:00 PM,December,Late,20-7,27,3.5,0,1,0,1
1124,1987,14,1987-12-20 00:00:00,16,27,SF,SF,2,ATL,ATL,35,7,42.0,-16.0,Grass,Partly Cloudy Day,49.8,,,1.67,332,ATL @ SF,Dec 20 4:00 PM,December,Late,7-35,42,16.0,0,0,1,0
1125,1987,14,1987-12-20 00:00:00,16,29,TB,TB,1,ARI,SLC,14,31,48.0,3.0,Grass,Partly Cloudy Day,75.87,,,11.51,133,SLC @ TB,Dec 20 4:00 PM,December,Late,31-14,45,3.0,0,1,0,1
1126,1987,14,1987-12-20 00:00:00,20,16,MIA,MIA,31,WAS,WAS,23,21,49.0,-3.0,Grass,Partly Cloudy Day,78.49,,,11.45,123,WAS @ MIA,Dec 20 8:00 PM,December,Night,21-23,44,3.0,0,1,0,1
1127,1987,14,1987-12-21 00:00:00,21,33,LAR,LAR,9,DAL,DAL,21,29,44.0,-8.0,Grass,Clear Day,64.55,,,2.08,278,DAL @ LAR,Dec 21 9:00 PM,December,Night,29-21,50,8.0,1,0,0,1
1128,1987,15,1987-12-26 00:00:00,12,24,PIT,PIT,8,CLE,CLE,13,19,40.0,4.0,Turf,Cloudy,36.69,,,10.13,343,CLE @ PIT,Dec 26 12:30 PM,December,Day,19-13,32,4.0,0,1,0,1
1129,1987,15,1987-12-26 00:00:00,16,17,MIN,MIN,31,WAS,WAS,24,27,45.0,-3.0,Dome,,,,,,,WAS @ MIN,Dec 26 4:00 PM,December,Late,27-24,51,3.0,1,0,0,1
1130,1987,15,1987-12-27 00:00:00,13,2,ATL,ATL,11,DET,DET,13,30,40.0,1.0,Grass,Fog,61.07,,,5.82,90,DET @ ATL,Dec 27 1:00 PM,December,Day,30-13,43,1.0,1,0,0,1
1131,1987,15,1987-12-27 00:00:00,13,9,DAL,DAL,1,ARI,SLC,21,16,46.0,3.0,Turf,Partly Cloudy Day,37.52,,,9.67,317,SLC @ DAL,Dec 27 1:00 PM,December,Day,16-21,37,3.0,0,1,1,0
1132,1987,15,1987-12-27 00:00:00,13,30,TEN,HOO,7,CIN,CIN,21,17,48.0,-6.0,Dome,,,,,,,CIN @ HOO,Dec 27 1:00 PM,December,Day,17-21,38,6.0,0,1,0,1
1133,1987,15,1987-12-27 00:00:00,13,13,IND,IND,29,TB,TB,24,6,41.0,-11.0,Dome,,,,,,,TB @ IND,Dec 27 1:00 PM,December,Day,6-24,30,11.0,0,1,1,0
1134,1987,15,1987-12-27 00:00:00,13,15,KC,KC,26,SEA,SEA,41,20,40.0,5.5,Turf,Rain,33.65,100%,Rain,5.52,163,SEA @ KC,Dec 27 1:00 PM,December,Day,20-41,61,5.5,1,0,1,0
1135,1987,15,1987-12-27 00:00:00,13,19,NO,NO,12,GB,GB,33,24,41.0,-10.0,Dome,,,,,,,GB @ NO,Dec 27 1:00 PM,December,Day,24-33,57,10.0,1,0,0,1
1136,1987,15,1987-12-27 00:00:00,13,20,NYG,NYG,21,NYJ,NYJ,20,7,43.0,-8.0,Turf,Partly Cloudy Day,35.9,,,8.29,255,NYJ @ NYG,Dec 27 1:00 PM,December,Day,7-20,27,8.0,0,1,1,0
1137,1987,15,1987-12-27 00:00:00,13,23,PHI,PHI,4,BUF,BUF,17,7,45.0,-2.5,Turf,Partly Cloudy Day,38.94,,,7.88,254,BUF @ PHI,Dec 27 1:00 PM,December,Day,7-17,24,2.5,0,1,1,0
1138,1987,15,1987-12-27 00:00:00,16,10,DEN,DEN,34,LAC,SD,24,0,43.0,-10.0,Grass,Snow,22.02,100%,Snow,22.84,,SD @ DEN,Dec 27 4:00 PM,December,Late,0-24,24,10.0,0,1,1,0
1139,1987,15,1987-12-27 00:00:00,16,22,OAK,LAD,6,CHI,CHI,3,6,40.0,2.5,Grass,Partly Cloudy Day,53.52,,,0.7,133,CHI @ LAD,Dec 27 4:00 PM,December,Late,6-3,9,2.5,0,1,0,1
1140,1987,15,1987-12-27 00:00:00,20,27,SF,SF,33,LAR,LAR,48,0,41.0,-9.5,Grass,Cloudy,49.2,,,5.66,79,LAR @ SF,Dec 27 8:00 PM,December,Night,0-48,48,9.5,1,0,1,0
1141,1987,15,1987-12-28 00:00:00,21,16,MIA,MIA,18,NE,NE,10,24,48.0,-5.5,Grass,Partly Cloudy Day,80.96,,,5.85,163,NE @ MIA,Dec 28 9:00 PM,December,Night,24-10,34,5.5,0,1,0,1
1142,1987,16,1988-01-03 00:00:00,12,19,NO,NO,17,MIN,MIN,10,44,46.0,-7.0,Dome,,,,,,,MIN @ NO,Jan 3 12:30 PM,January,Day,44-10,54,7.0,1,0,0,1
1143,1987,16,1988-01-03 00:00:00,16,30,TEN,HOO,26,SEA,SEA,23,20,45.0,2.0,Dome,,,,,,,SEA @ HOO,Jan 3 4:00 PM,January,Late,20-23,43,2.0,0,1,1,0
1144,1987,17,1988-01-09 00:00:00,12,8,CLE,CLE,13,IND,IND,38,21,36.0,-8.5,Grass,Cloudy,20.65,,,9.58,255,IND @ CLE,Jan 9 12:30 PM,January,Day,21-38,59,8.5,1,0,1,0
1145,1987,17,1988-01-09 00:00:00,16,27,SF,SF,17,MIN,MIN,24,36,47.0,-10.5,Grass,Cloudy,54.31,,,3.3,123,MIN @ SF,Jan 9 4:00 PM,January,Late,36-24,60,10.5,1,0,0,1
1146,1987,17,1988-01-10 00:00:00,12,6,CHI,CHI,31,WAS,WAS,17,21,38.0,-5.5,Grass,Clear Day,6.72,,,10.81,243,WAS @ CHI,Jan 10 12:30 PM,January,Day,21-17,38,5.5,0,0,0,1
1147,1987,17,1988-01-10 00:00:00,16,10,DEN,DEN,30,TEN,HOO,34,10,46.0,-10.0,Grass,Partly Cloudy Day,44.12,,,6.06,254,HOO @ DEN,Jan 10 4:00 PM,January,Late,10-34,44,10.0,0,1,1,0
1148,1987,18,1988-01-17 00:00:00,12,31,WAS,WAS,17,MIN,MIN,17,10,45.0,-3.0,Grass,Cloudy,37.91,,,5.37,183,MIN @ WAS,Jan 17 12:30 PM,January,Day,10-17,27,3.0,0,1,1,0
1149,1987,18,1988-01-17 00:00:00,16,10,DEN,DEN,8,CLE,CLE,38,33,45.0,-3.0,Grass,Partly Cloudy Day,41.06,,,7.66,154,CLE @ DEN,Jan 17 4:00 PM,January,Late,33-38,71,3.0,1,0,1,0
1150,1987,19,1988-01-31 00:00:00,18,31,WAS,WAS,10,DEN,DEN,10,42,47.0,-3.0,Grass,Partly Cloudy Day,59.34,,,2.52,219,DEN @ WAS,Jan 31 6:00 PM,January,Night,42-10,52,3.0,1,0,0,1
1151,1988,1,1988-09-04 00:00:00,13,4,BUF,BUF,17,MIN,MIN,13,10,44.0,3.0,Turf,Cloudy,68.92,,,5.42,247,MIN @ BUF,Sep 4 1:00 PM,September,Day,10-13,23,3.0,0,1,1,0
1152,1988,1,1988-09-04 00:00:00,13,6,CHI,CHI,16,MIA,MIA,34,7,46.0,-3.5,Grass,Cloudy,66.5,,,6.36,321,MIA @ CHI,Sep 4 1:00 PM,September,Day,7-34,41,3.5,0,1,1,0
1153,1988,1,1988-09-04 00:00:00,13,7,CIN,CIN,1,ARI,PHO,21,14,48.0,-5.5,Turf,Partly Cloudy Day,74.67,,,11.67,277,PHO @ CIN,Sep 4 1:00 PM,September,Day,14-21,35,5.5,0,1,1,0
1154,1988,1,1988-09-04 00:00:00,13,11,DET,DET,2,ATL,ATL,31,17,42.0,-4.0,Dome,,,,,,,ATL @ DET,Sep 4 1:00 PM,September,Day,17-31,48,4.0,1,0,1,0
1155,1988,1,1988-09-04 00:00:00,13,12,GB,GB,33,LAR,LAR,7,34,42.0,4.0,Grass,Cloudy,65.27,,,11.46,357,LAR @ GB,Sep 4 1:00 PM,September,Day,34-7,41,4.0,0,1,0,1
1156,1988,1,1988-09-04 00:00:00,13,19,NO,NO,27,SF,SF,33,34,44.0,-1.0,Dome,,,,,,,SF @ NO,Sep 4 1:00 PM,September,Day,34-33,67,1.0,1,0,0,1
1157,1988,1,1988-09-04 00:00:00,13,24,PIT,PIT,9,DAL,DAL,24,21,42.0,-3.5,Turf,Cloudy,68.71,,,7.91,270,DAL @ PIT,Sep 4 1:00 PM,September,Day,21-24,45,3.5,1,0,0,1
1158,1988,1,1988-09-04 00:00:00,13,29,TB,TB,23,PHI,PHI,14,41,43.0,6.5,Grass,Partly Cloudy Day,88.32,,,11.07,164,PHI @ TB,Sep 4 1:00 PM,September,Day,41-14,55,6.5,1,0,0,1
1159,1988,1,1988-09-04 00:00:00,16,10,DEN,DEN,26,SEA,SEA,14,21,46.0,-4.5,Grass,Clear Day,70.3,,,8.36,334,SEA @ DEN,Sep 4 4:00 PM,September,Late,21-14,35,4.5,0,1,0,1
1160,1988,1,1988-09-04 00:00:00,16,13,IND,IND,30,TEN,HOO,14,17,42.0,-3.5,Dome,,,,,,,HOO @ IND,Sep 4 4:00 PM,September,Late,17-14,31,3.5,0,1,0,1
1161,1988,1,1988-09-04 00:00:00,16,15,KC,KC,8,CLE,CLE,3,6,42.0,4.0,Turf,Partly Cloudy Day,73.63,,,15.56,325,CLE @ KC,Sep 4 4:00 PM,September,Late,6-3,9,4.0,0,1,1,0
1162,1988,1,1988-09-04 00:00:00,16,22,OAK,LAD,34,LAC,SD,24,13,41.0,-6.0,Grass,Clear Day,103.94,,,6.01,147,SD @ LAD,Sep 4 4:00 PM,September,Late,13-24,37,6.0,0,1,1,0
1163,1988,1,1988-09-04 00:00:00,16,18,NE,NE,21,NYJ,NYJ,28,3,45.0,-6.5,Turf,Fog,66.22,,,6.42,139,NYJ @ NE,Sep 4 4:00 PM,September,Late,3-28,31,6.5,0,1,1,0
1164,1988,1,1988-09-05 00:00:00,20,20,NYG,NYG,31,WAS,WAS,27,20,42.0,-2.0,Turf,Wind,75.57,,,16,267,WAS @ NYG,Sep 5 8:00 PM,September,Night,20-27,47,2.0,1,0,1,0
1165,1988,2,1988-09-11 00:00:00,13,2,ATL,ATL,19,NO,NO,21,29,42.0,8.0,Grass,Cloudy,75.2,,,6.32,111,NO @ ATL,Sep 11 1:00 PM,September,Day,29-21,50,8.0,1,0,0,0
1166,1988,2,1988-09-11 00:00:00,13,4,BUF,BUF,16,MIA,MIA,9,6,44.0,-3.5,Turf,Cloudy,61.9,,,7.69,333,MIA @ BUF,Sep 11 1:00 PM,September,Day,6-9,15,3.5,0,1,0,1
1167,1988,2,1988-09-11 00:00:00,13,12,GB,GB,29,TB,TB,10,13,41.0,-6.0,Grass,Clear Day,74.21,,,9.18,161,TB @ GB,Sep 11 1:00 PM,September,Day,13-10,23,6.0,0,1,0,1
1168,1988,2,1988-09-11 00:00:00,13,13,IND,IND,6,CHI,CHI,13,17,42.0,1.5,Dome,,,,,,,CHI @ IND,Sep 11 1:00 PM,September,Day,17-13,30,1.5,0,1,0,1
1169,1988,2,1988-09-11 00:00:00,13,20,NYG,NYG,27,SF,SF,17,20,43.0,-2.0,Turf,Cloudy,66.98,,,11.34,332,SF @ NYG,Sep 11 1:00 PM,September,Day,20-17,37,2.0,0,1,0,1
1170,1988,2,1988-09-11 00:00:00,13,31,WAS,WAS,24,PIT,PIT,30,29,44.0,-8.5,Grass,Partly Cloudy Day,75.1,,,2.65,335,PIT @ WAS,Sep 11 1:00 PM,September,Day,29-30,59,8.5,1,0,0,1
1171,1988,2,1988-09-11 00:00:00,16,8,CLE,CLE,21,NYJ,NYJ,3,23,40.0,-9.5,Grass,Partly Cloudy Day,73.38,,,5.88,93,NYJ @ CLE,Sep 11 4:00 PM,September,Late,23-3,26,9.5,0,1,0,1
1172,1988,2,1988-09-11 00:00:00,16,10,DEN,DEN,34,LAC,SD,34,3,43.0,-12.0,Grass,Partly Cloudy Day,74.58,,,1.05,30,SD @ DEN,Sep 11 4:00 PM,September,Late,3-34,37,12.0,0,1,1,0
1173,1988,2,1988-09-11 00:00:00,16,30,TEN,HOO,22,OAK,LAD,38,35,38.0,-2.5,Dome,,,,,,,LAD @ HOO,Sep 11 4:00 PM,September,Late,35-38,73,2.5,1,0,1,0
1174,1988,2,1988-09-11 00:00:00,16,33,LAR,LAR,11,DET,DET,17,10,42.0,-10.0,Grass,Cloudy,68.95,,,3.02,253,DET @ LAR,Sep 11 4:00 PM,September,Late,10-17,27,10.0,0,1,0,1
1175,1988,2,1988-09-11 00:00:00,16,17,MIN,MIN,18,NE,NE,36,6,45.0,-6.0,Dome,,,,,,,NE @ MIN,Sep 11 4:00 PM,September,Late,6-36,42,6.0,0,1,1,0
1176,1988,2,1988-09-11 00:00:00,16,23,PHI,PHI,7,CIN,CIN,24,28,47.0,-4.5,Turf,Clear Day,71.09,,,10.02,318,CIN @ PHI,Sep 11 4:00 PM,September,Late,28-24,52,4.5,1,0,0,1
1177,1988,2,1988-09-11 00:00:00,16,26,SEA,SEA,15,KC,KC,31,10,43.0,-8.0,Dome,,,,,,,KC @ SEA,Sep 11 4:00 PM,September,Late,10-31,41,8.0,0,1,1,0
1178,1988,2,1988-09-12 00:00:00,20,1,ARI,PHO,9,DAL,DAL,14,17,45.0,-2.5,Grass,Clear Day,90.65,,,5.79,177,DAL @ PHO,Sep 12 8:00 PM,September,Night,17-14,31,2.5,0,1,0,1
1179,1988,3,1988-09-18 00:00:00,13,6,CHI,CHI,17,MIN,MIN,7,31,42.0,-3.0,Grass,Cloudy,81.65,,,9.46,210,MIN @ CHI,Sep 18 1:00 PM,September,Day,31-7,38,3.0,0,1,0,1
1180,1988,3,1988-09-18 00:00:00,13,11,DET,DET,19,NO,NO,14,22,44.0,6.0,Dome,,,,,,,NO @ DET,Sep 18 1:00 PM,September,Day,22-14,36,6.0,0,1,0,1
1181,1988,3,1988-09-18 00:00:00,13,15,KC,KC,10,DEN,DEN,20,13,41.0,4.5,Turf,Cloudy,72.71,,,10.57,187,DEN @ KC,Sep 18 1:00 PM,September,Day,13-20,33,4.5,0,1,1,0
1182,1988,3,1988-09-18 00:00:00,13,16,MIA,MIA,12,GB,GB,24,17,42.0,-10.5,Grass,Partly Cloudy Day,86.93,,,8.93,55,GB @ MIA,Sep 18 1:00 PM,September,Day,17-24,41,10.5,0,1,0,1
1183,1988,3,1988-09-18 00:00:00,13,18,NE,NE,4,BUF,BUF,14,16,38.0,-2.5,Turf,Cloudy,69.12,,,10.65,255,BUF @ NE,Sep 18 1:00 PM,September,Day,16-14,30,2.5,0,1,0,1
1184,1988,3,1988-09-18 00:00:00,13,21,NYJ,NYJ,30,TEN,HOO,45,3,41.0,2.5,Turf,Cloudy,69.56,,,11.35,255,HOO @ NYJ,Sep 18 1:00 PM,September,Day,3-45,48,2.5,1,0,1,0
1185,1988,3,1988-09-18 00:00:00,13,24,PIT,PIT,7,CIN,CIN,12,17,48.0,-2.0,Turf,Rain,72.86,100%,Rain,11.25,240,CIN @ PIT,Sep 18 1:00 PM,September,Day,17-12,29,2.0,0,1,0,1
1186,1988,3,1988-09-18 00:00:00,13,29,TB,TB,1,ARI,PHO,24,30,42.0,3.0,Grass,Partly Cloudy Day,86.43,,,2.97,44,PHO @ TB,Sep 18 1:00 PM,September,Day,30-24,54,3.0,1,0,0,1
1187,1988,3,1988-09-18 00:00:00,13,31,WAS,WAS,23,PHI,PHI,17,10,46.0,-5.0,Grass,Partly Cloudy Day,69.84,,,2.72,197,PHI @ WAS,Sep 18 1:00 PM,September,Day,10-17,27,5.0,0,1,1,0
1188,1988,3,1988-09-18 00:00:00,16,9,DAL,DAL,20,NYG,NYG,10,12,42.0,3.0,Turf,Wind,86.41,,,16.47,173,NYG @ DAL,Sep 18 4:00 PM,September,Late,12-10,22,3.0,0,1,1,0
1189,1988,3,1988-09-18 00:00:00,16,22,OAK,LAD,33,LAR,LAR,17,22,41.0,1.5,Grass,Partly Cloudy Day,69.65,,,4.12,190,LAR @ LAD,Sep 18 4:00 PM,September,Late,22-17,39,1.5,0,1,0,1
1190,1988,3,1988-09-18 00:00:00,16,34,LAC,SD,26,SEA,SEA,17,6,42.0,8.5,Grass,Partly Cloudy Day,69.58,,,4.16,239,SEA @ SD,Sep 18 4:00 PM,September,Late,6-17,23,8.5,0,1,1,0
1191,1988,3,1988-09-18 00:00:00,16,27,SF,SF,2,ATL,ATL,17,34,44.0,-14.0,Grass,Partly Cloudy Day,73.92,,,3.97,308,ATL @ SF,Sep 18 4:00 PM,September,Late,34-17,51,14.0,1,0,0,1
1192,1988,3,1988-09-19 00:00:00,20,8,CLE,CLE,13,IND,IND,23,17,36.0,-2.5,Grass,Cloudy,75.8,,,13.04,163,IND @ CLE,Sep 19 8:00 PM,September,Night,17-23,40,2.5,1,0,1,0
1193,1988,4,1988-09-25 00:00:00,13,4,BUF,BUF,24,PIT,PIT,36,28,38.0,-3.5,Turf,Clear Day,63.73,,,3.83,318,PIT @ BUF,Sep 25 1:00 PM,September,Day,28-36,64,3.5,1,0,1,0
1194,1988,4,1988-09-25 00:00:00,13,7,CIN,CIN,8,CLE,CLE,24,17,42.0,-3.5,Turf,Clear Day,68.07,,,10.21,66,CLE @ CIN,Sep 25 1:00 PM,September,Day,17-24,41,3.5,0,1,1,0
1195,1988,4,1988-09-25 00:00:00,13,9,DAL,DAL,2,ATL,ATL,26,20,42.0,-6.0,Turf,Clear Day,73.37,,,6.61,7,ATL @ DAL,Sep 25 1:00 PM,September,Day,20-26,46,6.0,1,0,0,0
1196,1988,4,1988-09-25 00:00:00,13,11,DET,DET,21,NYJ,NYJ,10,17,40.0,1.5,Dome,,,,,,,NYJ @ DET,Sep 25 1:00 PM,September,Day,17-10,27,1.5,0,1,0,1
1197,1988,4,1988-09-25 00:00:00,13,12,GB,GB,6,CHI,CHI,6,24,38.0,6.5,Grass,Clear Day,68.35,,,11.63,260,CHI @ GB,Sep 25 1:00 PM,September,Day,24-6,30,6.5,0,1,0,1
1198,1988,4,1988-09-25 00:00:00,13,30,TEN,HOO,18,NE,NE,31,6,40.0,-3.5,Dome,,,,,,,NE @ HOO,Sep 25 1:00 PM,September,Day,6-31,37,3.5,0,1,1,0
1199,1988,4,1988-09-25 00:00:00,13,13,IND,IND,16,MIA,MIA,15,13,41.0,-2.5,Dome,,,,,,,MIA @ IND,Sep 25 1:00 PM,September,Day,13-15,28,2.5,0,1,0,1
1200,1988,4,1988-09-25 00:00:00,13,17,MIN,MIN,23,PHI,PHI,23,21,44.0,-6.0,Dome,,,,,,,PHI @ MIN,Sep 25 1:00 PM,September,Day,21-23,44,6.0,0,0,0,1
1201,1988,4,1988-09-25 00:00:00,13,19,NO,NO,29,TB,TB,13,9,44.0,-13.5,Dome,,,,,,,TB @ NO,Sep 25 1:00 PM,September,Day,9-13,22,13.5,0,1,0,1
1202,1988,4,1988-09-25 00:00:00,16,15,KC,KC,34,LAC,SD,23,24,38.0,-6.5,Turf,Clear Day,73.22,,,6.48,175,SD @ KC,Sep 25 4:00 PM,September,Late,24-23,47,6.5,1,0,0,1
1203,1988,4,1988-09-25 00:00:00,16,20,NYG,NYG,33,LAR,LAR,31,45,38.0,-3.5,Turf,Cloudy,65.71,,,8.05,89,LAR @ NYG,Sep 25 4:00 PM,September,Late,45-31,76,3.5,1,0,0,1
1204,1988,4,1988-09-25 00:00:00,16,1,ARI,PHO,31,WAS,WAS,30,21,40.0,3.5,Grass,Clear Day,91.04,,,0.52,175,WAS @ PHO,Sep 25 4:00 PM,September,Late,21-30,51,3.5,1,0,1,0
1205,1988,4,1988-09-25 00:00:00,16,26,SEA,SEA,27,SF,SF,7,38,42.0,2.0,Dome,,,,,,,SF @ SEA,Sep 25 4:00 PM,September,Late,38-7,45,2.0,1,0,0,1
1206,1988,4,1988-09-26 00:00:00,20,10,DEN,DEN,22,OAK,LAD,27,30,44.0,-6.0,Grass,Cloudy,75.15,,,3.89,188,LAD @ DEN,Sep 26 8:00 PM,September,Night,30-27,57,6.0,1,0,0,1
1207,1988,5,1988-10-02 00:00:00,13,2,ATL,ATL,26,SEA,SEA,20,31,39.0,4.0,Grass,Rain,70.09,100%,Rain,2.17,252,SEA @ ATL,Oct 2 1:00 PM,October,Day,31-20,51,4.0,1,0,0,1
1208,1988,5,1988-10-02 00:00:00,13,6,CHI,CHI,4,BUF,BUF,24,3,38.0,-4.0,Grass,Partly Cloudy Day,62.27,,,8.72,324,BUF @ CHI,Oct 2 1:00 PM,October,Day,3-24,27,4.0,0,1,1,0
1209,1988,5,1988-10-02 00:00:00,13,18,NE,NE,13,IND,IND,21,17,37.0,-2.0,Turf,Cloudy,74.18,,,13.94,231,IND @ NE,Oct 2 1:00 PM,October,Day,17-21,38,2.0,1,0,1,0
1210,1988,5,1988-10-02 00:00:00,13,23,PHI,PHI,30,TEN,HOO,32,23,44.0,-5.0,Turf,Partly Cloudy Day,76.19,,,11.52,212,HOO @ PHI,Oct 2 1:00 PM,October,Day,23-32,55,5.0,1,0,1,0
1211,1988,5,1988-10-02 00:00:00,13,24,PIT,PIT,8,CLE,CLE,9,23,40.0,-2.5,Turf,Wind,68.53,,,16.1,221,CLE @ PIT,Oct 2 1:00 PM,October,Day,23-9,32,2.5,0,1,0,1
